# PGM       : FAST
# Author    : Chuntao Chang
# Inf       : satNum Count Statistics
# Time      : 2025-06-01 20:22:52
#             END OF HEADER

+SYS
 gSys  AVE  MIN  MAX
--------------------
    G 11.3    8   14
    E 10.5    6   14
    R  8.0    6   11
    C 22.9   18   28
    J  0.7    0    2
  ALL 53.4   46   62
--------------------
-SYS

+SAT
               epoch    G   E   R   C   J ALL
 2025-01-01 12:56:00   10  10   8  23   0  51
 2025-01-01 12:56:30   11  10   8  23   0  52
 2025-01-01 12:57:00   12  10   8  23   0  53
 2025-01-01 12:57:30   12  10   8  23   0  53
 2025-01-01 12:58:00   12  10   8  23   0  53
 2025-01-01 12:58:30   12  10   8  23   0  53
 2025-01-01 12:59:00   12  10   8  23   0  53
 2025-01-01 12:59:30   12  10   8  23   0  53
 2025-01-01 13:00:00   12  10   8  23   0  53
 2025-01-01 13:00:30   12  10   8  23   0  53
 2025-01-01 13:01:00   12  10   8  23   0  53
 2025-01-01 13:01:30   12  10   8  24   0  54
 2025-01-01 13:02:00   12  10   8  24   0  54
 2025-01-01 13:02:30   12  10   8  24   0  54
 2025-01-01 13:03:00   12  10   8  24   0  54
 2025-01-01 13:03:30   12  10   8  24   0  54
 2025-01-01 13:04:00   12  10   8  24   0  54
 2025-01-01 13:04:30   12  10   8  24   0  54
 2025-01-01 13:05:00   12  10   8  24   0  54
 2025-01-01 13:05:30   12  10   8  24   0  54
 2025-01-01 13:06:00   12  10   8  24   0  54
 2025-01-01 13:06:30   12  10   8  24   0  54
 2025-01-01 13:07:00   12  10   8  24   0  54
 2025-01-01 13:07:30   12  10   8  24   0  54
 2025-01-01 13:08:00   12  10   8  24   0  54
 2025-01-01 13:08:30   12  11   8  24   0  55
 2025-01-01 13:09:00   12  11   8  24   0  55
 2025-01-01 13:09:30   12  11   8  24   0  55
 2025-01-01 13:10:00   12  11   8  24   0  55
 2025-01-01 13:10:30   12  11   8  24   0  55
 2025-01-01 13:11:00   12  11   8  24   0  55
 2025-01-01 13:11:30   12  11   8  24   0  55
 2025-01-01 13:12:00   12  11   8  24   0  55
 2025-01-01 13:12:30   12  11   8  24   0  55
 2025-01-01 13:13:00   12  11   8  23   0  54
 2025-01-01 13:13:30   12  11   8  23   0  54
 2025-01-01 13:14:00   12  11   8  23   0  54
 2025-01-01 13:14:30   12  11   8  23   0  54
 2025-01-01 13:15:00   12  11   8  23   0  54
 2025-01-01 13:15:30   12  11   8  23   0  54
 2025-01-01 13:16:00   12  11   8  23   0  54
 2025-01-01 13:16:30   12  11   8  23   0  54
 2025-01-01 13:17:00   12  11   8  23   0  54
 2025-01-01 13:17:30   12  11   8  23   0  54
 2025-01-01 13:18:00   12  11   8  23   0  54
 2025-01-01 13:18:30   12  11   8  23   0  54
 2025-01-01 13:19:00   12  11   8  23   0  54
 2025-01-01 13:19:30   12  11   8  23   0  54
 2025-01-01 13:20:00   12  11   8  23   0  54
 2025-01-01 13:20:30   12  11   8  23   0  54
 2025-01-01 13:21:00   12  11   8  23   0  54
 2025-01-01 13:21:30   12  11   8  23   0  54
 2025-01-01 13:22:00   12  11   8  23   0  54
 2025-01-01 13:22:30   12  11   8  23   0  54
 2025-01-01 13:23:00   12  11   8  23   0  54
 2025-01-01 13:23:30   12  11   8  23   0  54
 2025-01-01 13:24:00   12  11   8  23   0  54
 2025-01-01 13:24:30   12  11   8  23   0  54
 2025-01-01 13:25:00   12  11   8  23   0  54
 2025-01-01 13:25:30   12  11   8  23   0  54
 2025-01-01 13:26:00   12  11   8  24   0  55
 2025-01-01 13:26:30   12  11   8  24   0  55
 2025-01-01 13:27:00   12  11   8  24   0  55
 2025-01-01 13:27:30   12  11   8  24   0  55
 2025-01-01 13:28:00   12  11   8  24   0  55
 2025-01-01 13:28:30   12  11   8  24   0  55
 2025-01-01 13:29:00   12  11   8  24   0  55
 2025-01-01 13:29:30   12  11   8  24   0  55
 2025-01-01 13:30:00   11  11   8  24   0  54
 2025-01-01 13:30:30   10  11   8  24   0  53
 2025-01-01 13:31:00   10  11   8  24   0  53
 2025-01-01 13:31:30   11  11   8  24   0  54
 2025-01-01 13:32:00   11  11   8  24   0  54
 2025-01-01 13:32:30   11  11   8  24   0  54
 2025-01-01 13:33:00   11  11   8  24   0  54
 2025-01-01 13:33:30   11  11   8  24   0  54
 2025-01-01 13:34:00   11  11   8  24   0  54
 2025-01-01 13:34:30   11  11   8  24   0  54
 2025-01-01 13:35:00   11  11   8  23   0  53
 2025-01-01 13:35:30   11  11   8  23   0  53
 2025-01-01 13:36:00   11  11   8  23   0  53
 2025-01-01 13:36:30   11  11   8  23   0  53
 2025-01-01 13:37:00   11  11   8  23   0  53
 2025-01-01 13:37:30   11  11   8  23   0  53
 2025-01-01 13:38:00   11  11   9  23   0  54
 2025-01-01 13:38:30   11  11   9  23   0  54
 2025-01-01 13:39:00   11  11   9  23   0  54
 2025-01-01 13:39:30   11  11   9  23   0  54
 2025-01-01 13:40:00   11  11   9  23   0  54
 2025-01-01 13:40:30   11  11   9  23   0  54
 2025-01-01 13:41:00   11  11   9  23   0  54
 2025-01-01 13:41:30   11  11   9  23   0  54
 2025-01-01 13:42:00   11  11   9  23   0  54
 2025-01-01 13:42:30   11  10   9  23   0  53
 2025-01-01 13:43:00   11  10   9  23   0  53
 2025-01-01 13:43:30   11  10   9  23   0  53
 2025-01-01 13:44:00   11  10   9  23   0  53
 2025-01-01 13:44:30   11  10   9  23   0  53
 2025-01-01 13:45:00   11  10   8  23   0  52
 2025-01-01 13:45:30   11  10   8  23   0  52
 2025-01-01 13:46:00   11  10   8  23   0  52
 2025-01-01 13:46:30   11  10   8  23   0  52
 2025-01-01 13:47:00   11  10   8  23   0  52
 2025-01-01 13:47:30   11  10   8  23   0  52
 2025-01-01 13:48:00   11  10   8  23   0  52
 2025-01-01 13:48:30   11  10   8  23   0  52
 2025-01-01 13:49:00   11  10   8  23   0  52
 2025-01-01 13:49:30   11  10   8  23   0  52
 2025-01-01 13:50:00   11  10   8  24   0  53
 2025-01-01 13:50:30   11  10   8  24   0  53
 2025-01-01 13:51:00   10  10   8  24   0  52
 2025-01-01 13:51:30   11  10   8  24   0  53
 2025-01-01 13:52:00   11  10   8  24   0  53
 2025-01-01 13:52:30   11  10   8  24   0  53
 2025-01-01 13:53:00   11  10   8  24   0  53
 2025-01-01 13:53:30   11  10   8  24   0  53
 2025-01-01 13:54:00   11  10   8  24   0  53
 2025-01-01 13:54:30   11  10   8  24   0  53
 2025-01-01 13:55:00   11  10   8  24   0  53
 2025-01-01 13:55:30   11  10   8  24   0  53
 2025-01-01 13:56:00   11  10   8  24   0  53
 2025-01-01 13:56:30   11  10   8  24   0  53
 2025-01-01 13:57:00   11  10   8  24   0  53
 2025-01-01 13:57:30   11  10   8  24   0  53
 2025-01-01 13:58:00   11  10   8  24   0  53
 2025-01-01 13:58:30   11  11   8  25   0  55
 2025-01-01 13:59:00   11  11   8  25   0  55
 2025-01-01 13:59:30   11  11   8  25   0  55
 2025-01-01 14:00:00   11  10   8  25   0  54
 2025-01-01 14:00:30   11  10   8  25   0  54
 2025-01-01 14:01:00   11  11   8  25   0  55
 2025-01-01 14:01:30   11  11   8  25   0  55
 2025-01-01 14:02:00   11  11   8  25   0  55
 2025-01-01 14:02:30   11  11   8  25   0  55
 2025-01-01 14:03:00   11  11   8  25   0  55
 2025-01-01 14:03:30   11  11   8  25   0  55
 2025-01-01 14:04:00   11  11   8  25   0  55
 2025-01-01 14:04:30   11  11   8  25   0  55
 2025-01-01 14:05:00   11  11   9  25   0  56
 2025-01-01 14:05:30   11  11   9  25   0  56
 2025-01-01 14:06:00   11  11   9  25   0  56
 2025-01-01 14:06:30   11  11   9  25   0  56
 2025-01-01 14:07:00   11  11   9  25   0  56
 2025-01-01 14:07:30   11  11   9  25   0  56
 2025-01-01 14:08:00   11  11   9  25   0  56
 2025-01-01 14:08:30   11  11   9  25   0  56
 2025-01-01 14:09:00   11  11   9  25   0  56
 2025-01-01 14:09:30   11  11   9  25   0  56
 2025-01-01 14:10:00   11  11   9  25   0  56
 2025-01-01 14:10:30   11  11   9  26   0  57
 2025-01-01 14:11:00   11  11   9  25   0  56
 2025-01-01 14:11:30   11  11   9  25   0  56
 2025-01-01 14:12:00   11  11   9  25   0  56
 2025-01-01 14:12:30   11  11   9  25   0  56
 2025-01-01 14:13:00   11  11   9  25   0  56
 2025-01-01 14:13:30   11  11   9  25   0  56
 2025-01-01 14:14:00   11  11   9  25   0  56
 2025-01-01 14:14:30   11  11   9  25   0  56
 2025-01-01 14:15:00   11  11   9  25   0  56
 2025-01-01 14:15:30   11  11   9  25   0  56
 2025-01-01 14:16:00   11  11   9  25   0  56
 2025-01-01 14:16:30   11  11   9  25   0  56
 2025-01-01 14:17:00   11  11   9  25   0  56
 2025-01-01 14:17:30   11  11   9  25   0  56
 2025-01-01 14:18:00   12  11   9  25   0  57
 2025-01-01 14:18:30   11  11   9  26   0  57
 2025-01-01 14:19:00   12  11   9  26   0  58
 2025-01-01 14:19:30   12  11   9  26   0  58
 2025-01-01 14:20:00   12  11   9  26   0  58
 2025-01-01 14:20:30   12  11   9  26   0  58
 2025-01-01 14:21:00   12  11   9  26   0  58
 2025-01-01 14:21:30   12  11   9  26   0  58
 2025-01-01 14:22:00   12  10   9  26   0  57
 2025-01-01 14:22:30   12  10   9  26   0  57
 2025-01-01 14:23:00   12  10   9  26   0  57
 2025-01-01 14:23:30   12  10   9  26   0  57
 2025-01-01 14:24:00   12  10   9  26   0  57
 2025-01-01 14:24:30   12  10   9  26   0  57
 2025-01-01 14:25:00   12  10   9  26   0  57
 2025-01-01 14:25:30   12  10   9  26   0  57
 2025-01-01 14:26:00   12  10   9  26   0  57
 2025-01-01 14:26:30   12  10   9  26   0  57
 2025-01-01 14:27:00   12  10   9  26   0  57
 2025-01-01 14:27:30   12  10   9  26   0  57
 2025-01-01 14:28:00   12  11   9  26   0  58
 2025-01-01 14:28:30   12  11   9  26   0  58
 2025-01-01 14:29:00   12  11   9  26   0  58
 2025-01-01 14:29:30   12  11   9  25   0  57
 2025-01-01 14:30:00   12  11   9  26   0  58
 2025-01-01 14:30:30   12  11   9  26   0  58
 2025-01-01 14:31:00   12  11   9  26   0  58
 2025-01-01 14:31:30   12  11   9  26   0  58
 2025-01-01 14:32:00   12  11   9  26   0  58
 2025-01-01 14:32:30   12  11   9  26   0  58
 2025-01-01 14:33:00   12  11   9  26   0  58
 2025-01-01 14:33:30   12  11   9  26   0  58
 2025-01-01 14:34:00   12  11   9  26   0  58
 2025-01-01 14:34:30   12  11   9  26   0  58
 2025-01-01 14:35:00   12  11  10  26   0  59
 2025-01-01 14:35:30   12  11  10  26   0  59
 2025-01-01 14:36:00   12  11  10  26   0  59
 2025-01-01 14:36:30   12  11  10  26   0  59
 2025-01-01 14:37:00   12  11  10  26   0  59
 2025-01-01 14:37:30   12  11  10  26   0  59
 2025-01-01 14:38:00   12  11  10  26   0  59
 2025-01-01 14:38:30   12  11  10  26   0  59
 2025-01-01 14:39:00   12  11  10  26   0  59
 2025-01-01 14:39:30   12  11  10  26   0  59
 2025-01-01 14:40:00   12  11  10  26   0  59
 2025-01-01 14:40:30   12  11  10  26   0  59
 2025-01-01 14:41:00   12  11  10  26   0  59
 2025-01-01 14:41:30   12  11  10  26   0  59
 2025-01-01 14:42:00   12  11  10  26   0  59
 2025-01-01 14:42:30   12  11  10  26   0  59
 2025-01-01 14:43:00   12  11  10  26   0  59
 2025-01-01 14:43:30   12  11  10  26   0  59
 2025-01-01 14:44:00   12  11  10  26   0  59
 2025-01-01 14:44:30   12  11   9  26   0  58
 2025-01-01 14:45:00   12  10   9  26   0  57
 2025-01-01 14:45:30   12  10   9  26   0  57
 2025-01-01 14:46:00   12  10   9  26   0  57
 2025-01-01 14:46:30   12  10   9  26   0  57
 2025-01-01 14:47:00   12  10   9  26   0  57
 2025-01-01 14:47:30   12  10   9  26   0  57
 2025-01-01 14:48:00   12  10   9  26   0  57
 2025-01-01 14:48:30   12  10   9  26   0  57
 2025-01-01 14:49:00   12  10   9  26   0  57
 2025-01-01 14:49:30   12  10   9  26   0  57
 2025-01-01 14:50:00   12  10   9  26   0  57
 2025-01-01 14:50:30   12  10   9  26   0  57
 2025-01-01 14:51:00   12  10   9  26   0  57
 2025-01-01 14:51:30   12  10   9  26   0  57
 2025-01-01 14:52:00   12  10   9  26   0  57
 2025-01-01 14:52:30   12  10   9  26   0  57
 2025-01-01 14:53:00   12  10   9  26   0  57
 2025-01-01 14:53:30   12  10   9  26   0  57
 2025-01-01 14:54:00   11  10   9  26   0  56
 2025-01-01 14:54:30   11  10   9  26   0  56
 2025-01-01 14:55:00   11  10   9  26   0  56
 2025-01-01 14:55:30   11  10   9  26   0  56
 2025-01-01 14:56:00   11  10   9  26   0  56
 2025-01-01 14:56:30   10  10   9  26   0  55
 2025-01-01 14:57:00   10  10   9  26   0  55
 2025-01-01 14:57:30   10  10   9  26   0  55
 2025-01-01 14:58:00   10  10   9  26   0  55
 2025-01-01 14:58:30   10  10   9  26   1  56
 2025-01-01 14:59:00   10  10   9  26   1  56
 2025-01-01 14:59:30   10  10   9  26   1  56
 2025-01-01 15:00:00   10  10   9  26   1  56
 2025-01-01 15:00:30   10  10   9  26   1  56
 2025-01-01 15:01:00   10  10   9  26   1  56
 2025-01-01 15:01:30   10  10   9  26   1  56
 2025-01-01 15:02:00   10  10   9  26   1  56
 2025-01-01 15:02:30   10  10   9  26   1  56
 2025-01-01 15:03:00   10  10   9  26   1  56
 2025-01-01 15:03:30   10  10   9  26   1  56
 2025-01-01 15:04:00   10  10   9  27   1  57
 2025-01-01 15:04:30   10  10   9  27   1  57
 2025-01-01 15:05:00   10  10   9  27   1  57
 2025-01-01 15:05:30   10  10   9  27   1  57
 2025-01-01 15:06:00   10  10   9  27   1  57
 2025-01-01 15:06:30   10  10   9  27   1  57
 2025-01-01 15:07:00   10  10   9  26   1  56
 2025-01-01 15:07:30   10  10   9  26   1  56
 2025-01-01 15:08:00   10  10   9  26   1  56
 2025-01-01 15:08:30   10  10   9  26   1  56
 2025-01-01 15:09:00   11  10   9  26   1  57
 2025-01-01 15:09:30   11  10   9  26   1  57
 2025-01-01 15:10:00   11  10   8  26   1  56
 2025-01-01 15:10:30   11  10   9  26   1  57
 2025-01-01 15:11:00   11  10   9  26   1  57
 2025-01-01 15:11:30   11  10   9  26   1  57
 2025-01-01 15:12:00   11  10   9  26   1  57
 2025-01-01 15:12:30   11  10   9  26   1  57
 2025-01-01 15:13:00   11  10   9  26   1  57
 2025-01-01 15:13:30   11  10   9  26   1  57
 2025-01-01 15:14:00   11  10   9  26   1  57
 2025-01-01 15:14:30   11  10   9  26   1  57
 2025-01-01 15:15:00   11  10   9  26   1  57
 2025-01-01 15:15:30   11  10   9  26   1  57
 2025-01-01 15:16:00   11  10   9  26   1  57
 2025-01-01 15:16:30   11  10   9  26   1  57
 2025-01-01 15:17:00   11  10   9  26   1  57
 2025-01-01 15:17:30   11  10   9  26   1  57
 2025-01-01 15:18:00   11  10   9  26   1  57
 2025-01-01 15:18:30   11  10   9  28   1  59
 2025-01-01 15:19:00   11  10   9  28   1  59
 2025-01-01 15:19:30   11  10   9  28   1  59
 2025-01-01 15:20:00   11  10   9  28   1  59
 2025-01-01 15:20:30   10  10   9  28   1  58
 2025-01-01 15:21:00   10  10   8  28   1  57
 2025-01-01 15:21:30   10  10   9  28   1  58
 2025-01-01 15:22:00   10  10   9  28   1  58
 2025-01-01 15:22:30   10  10   9  28   1  58
 2025-01-01 15:23:00   10  10   8  27   1  56
 2025-01-01 15:23:30   10  10   8  27   1  56
 2025-01-01 15:24:00   10  10   8  27   1  56
 2025-01-01 15:24:30   10  10   8  27   1  56
 2025-01-01 15:25:00   10  10   8  27   1  56
 2025-01-01 15:25:30   10  10   8  27   1  56
 2025-01-01 15:26:00   10  10   8  27   1  56
 2025-01-01 15:26:30   10  10   8  27   1  56
 2025-01-01 15:27:00   10  10   8  27   1  56
 2025-01-01 15:27:30   10  10   8  27   1  56
 2025-01-01 15:28:00   10  10   8  27   1  56
 2025-01-01 15:28:30   10  10   8  27   1  56
 2025-01-01 15:29:00   10  10   8  27   1  56
 2025-01-01 15:29:30   10  10   8  27   1  56
 2025-01-01 15:30:00   10  10   8  27   1  56
 2025-01-01 15:30:30   10  10   8  27   1  56
 2025-01-01 15:31:00   10  10   8  27   1  56
 2025-01-01 15:31:30   10  10   8  27   1  56
 2025-01-01 15:32:00   10  10   8  27   1  56
 2025-01-01 15:32:30   10  10   8  27   1  56
 2025-01-01 15:33:00   10  10   8  27   1  56
 2025-01-01 15:33:30   10  10   8  27   1  56
 2025-01-01 15:34:00   10  10   8  27   1  56
 2025-01-01 15:34:30   10  10   8  27   1  56
 2025-01-01 15:35:00   10  10   8  27   1  56
 2025-01-01 15:35:30   10  10   8  27   1  56
 2025-01-01 15:36:00   10  10   8  27   1  56
 2025-01-01 15:36:30   10  10   8  27   1  56
 2025-01-01 15:37:00   10  10   8  27   1  56
 2025-01-01 15:37:30   10  10   8  27   1  56
 2025-01-01 15:38:00   10  10   8  27   1  56
 2025-01-01 15:38:30   10  10   8  27   1  56
 2025-01-01 15:39:00   10  10   8  27   1  56
 2025-01-01 15:39:30   10  10   8  27   1  56
 2025-01-01 15:40:00   10  10   8  27   1  56
 2025-01-01 15:40:30   10  10   8  27   1  56
 2025-01-01 15:41:00   10  10   8  27   1  56
 2025-01-01 15:41:30   10  10   8  27   1  56
 2025-01-01 15:42:00   10  10   8  27   1  56
 2025-01-01 15:42:30   10  10   8  27   1  56
 2025-01-01 15:43:00   10  10   8  27   1  56
 2025-01-01 15:43:30   10   9   8  27   1  55
 2025-01-01 15:44:00   10   9   8  27   1  55
 2025-01-01 15:44:30   10   9   8  27   1  55
 2025-01-01 15:45:00   10   9   8  27   1  55
 2025-01-01 15:45:30   10   9   8  27   1  55
 2025-01-01 15:46:00   10   9   8  27   1  55
 2025-01-01 15:46:30   10   9   8  27   1  55
 2025-01-01 15:47:00   10   9   8  27   1  55
 2025-01-01 15:47:30   10   9   8  27   1  55
 2025-01-01 15:48:00   10   9   8  27   1  55
 2025-01-01 15:48:30   10   9   8  27   1  55
 2025-01-01 15:49:00   10   9   8  27   1  55
 2025-01-01 15:49:30   10   9   8  27   1  55
 2025-01-01 15:50:00   10   9   8  27   1  55
 2025-01-01 15:50:30   10   9   8  27   1  55
 2025-01-01 15:51:00   10   9   8  27   1  55
 2025-01-01 15:51:30   10   9   8  27   1  55
 2025-01-01 15:52:00   10   9   8  27   1  55
 2025-01-01 15:52:30    9   9   8  27   1  54
 2025-01-01 15:53:00    9   9   8  27   1  54
 2025-01-01 15:53:30    9   9   8  26   1  53
 2025-01-01 15:54:00   10   9   8  26   1  54
 2025-01-01 15:54:30   10   9   8  26   1  54
 2025-01-01 15:55:00   10   9   8  27   1  55
 2025-01-01 15:55:30   10   9   8  27   1  55
 2025-01-01 15:56:00   10   9   8  27   1  55
 2025-01-01 15:56:30   10   9   8  27   1  55
 2025-01-01 15:57:00   10   9   8  27   1  55
 2025-01-01 15:57:30   10   9   8  27   1  55
 2025-01-01 15:58:00   10   9   8  27   1  55
 2025-01-01 15:58:30   10   9   8  27   1  55
 2025-01-01 15:59:00   10   9   8  27   1  55
 2025-01-01 15:59:30   10   9   8  27   1  55
 2025-01-01 16:00:00   10   9   8  27   1  55
 2025-01-01 16:00:30   10   9   8  26   1  54
 2025-01-01 16:01:00   10   9   8  26   1  54
 2025-01-01 16:01:30   10   8   8  25   1  52
 2025-01-01 16:02:00   10   8   8  26   1  53
 2025-01-01 16:02:30   10   8   8  26   1  53
 2025-01-01 16:03:00   10   8   8  26   1  53
 2025-01-01 16:03:30   10   8   8  26   1  53
 2025-01-01 16:04:00   10   8   8  26   1  53
 2025-01-01 16:04:30   10   8   8  26   1  53
 2025-01-01 16:05:00   10   8   8  26   1  53
 2025-01-01 16:05:30    9   8   8  26   1  52
 2025-01-01 16:06:00    9   8   8  26   1  52
 2025-01-01 16:06:30    9   8   8  26   1  52
 2025-01-01 16:07:00    9   8   8  26   1  52
 2025-01-01 16:07:30    9   8   8  26   1  52
 2025-01-01 16:08:00    9   8   8  26   1  52
 2025-01-01 16:08:30    9   8   8  26   1  52
 2025-01-01 16:09:00    9   8   8  26   1  52
 2025-01-01 16:09:30    9   8   8  26   1  52
 2025-01-01 16:10:00    9   8   8  26   1  52
 2025-01-01 16:10:30    9   8   8  26   1  52
 2025-01-01 16:11:00    9   8   8  26   1  52
 2025-01-01 16:11:30    9   8   8  26   1  52
 2025-01-01 16:12:00    9   8   8  26   1  52
 2025-01-01 16:12:30    9   8   8  26   1  52
 2025-01-01 16:13:00    9   8   9  26   1  53
 2025-01-01 16:13:30    9   8   9  26   1  53
 2025-01-01 16:14:00    9   8   9  26   1  53
 2025-01-01 16:14:30    9   8   9  26   1  53
 2025-01-01 16:15:00    9   8   9  26   1  53
 2025-01-01 16:15:30    9   8   9  26   1  53
 2025-01-01 16:16:00    9   8   8  26   1  52
 2025-01-01 16:16:30    9   8   9  26   1  53
 2025-01-01 16:17:00    9   8   9  25   1  52
 2025-01-01 16:17:30    9   8   9  25   1  52
 2025-01-01 16:18:00    9   8   9  25   1  52
 2025-01-01 16:18:30    9   8   9  25   1  52
 2025-01-01 16:19:00    9   8   9  25   1  52
 2025-01-01 16:19:30    9   8   9  25   1  52
 2025-01-01 16:20:00    9   8   9  25   1  52
 2025-01-01 16:20:30    9   8   9  25   1  52
 2025-01-01 16:21:00    9   8   9  25   1  52
 2025-01-01 16:21:30    9   8   8  25   1  51
 2025-01-01 16:22:00    9   8   9  25   1  52
 2025-01-01 16:22:30    9   9   9  25   1  53
 2025-01-01 16:23:00    9   9   9  25   1  53
 2025-01-01 16:23:30    9   9   9  25   1  53
 2025-01-01 16:24:00    9   9   9  25   1  53
 2025-01-01 16:24:30    9   9   9  25   1  53
 2025-01-01 16:25:00    9   9   8  25   1  52
 2025-01-01 16:25:30    9   9   9  25   1  53
 2025-01-01 16:26:00    9   9   9  25   1  53
 2025-01-01 16:26:30    9   9  10  25   1  54
 2025-01-01 16:27:00    9   9  10  24   1  53
 2025-01-01 16:27:30    9   9   9  24   1  52
 2025-01-01 16:28:00    9  10   8  25   1  53
 2025-01-01 16:28:30    9  10   8  25   1  53
 2025-01-01 16:29:00    9  10   9  25   1  54
 2025-01-01 16:29:30    9  10   9  24   1  53
 2025-01-01 16:30:00    9  10   9  25   1  54
 2025-01-01 16:30:30    9  10   8  25   1  53
 2025-01-01 16:31:00    9  10   8  25   1  53
 2025-01-01 16:31:30    9  10   9  25   1  54
 2025-01-01 16:32:00    9  10   9  25   1  54
 2025-01-01 16:32:30    9  10   8  25   1  53
 2025-01-01 16:33:00    9  10   9  25   1  54
 2025-01-01 16:33:30    9  10   8  25   1  53
 2025-01-01 16:34:00    9  10   8  25   1  53
 2025-01-01 16:34:30    9  10   8  25   1  53
 2025-01-01 16:35:00    9  10   8  25   1  53
 2025-01-01 16:35:30    9  10   8  25   1  53
 2025-01-01 16:36:00    9  10   8  25   1  53
 2025-01-01 16:36:30    9  10   8  25   1  53
 2025-01-01 16:37:00    9  10   8  25   1  53
 2025-01-01 16:37:30    8  10   8  25   1  52
 2025-01-01 16:38:00    9  10   8  25   1  53
 2025-01-01 16:38:30    9  10   8  25   1  53
 2025-01-01 16:39:00    9  10   8  25   1  53
 2025-01-01 16:39:30    9  10   8  25   1  53
 2025-01-01 16:40:00    9  10   8  25   1  53
 2025-01-01 16:40:30    9  10   8  25   1  53
 2025-01-01 16:41:00    9  10   8  25   1  53
 2025-01-01 16:41:30    9  10   8  25   1  53
 2025-01-01 16:42:00    9  10   8  25   1  53
 2025-01-01 16:42:30    9  10   8  25   1  53
 2025-01-01 16:43:00    9  10   7  25   1  52
 2025-01-01 16:43:30    9  10   7  25   1  52
 2025-01-01 16:44:00    9  10   7  25   1  52
 2025-01-01 16:44:30    9  10   7  25   1  52
 2025-01-01 16:45:00    9  10   7  25   1  52
 2025-01-01 16:45:30    9  10   7  25   1  52
 2025-01-01 16:46:00    9  10   7  25   1  52
 2025-01-01 16:46:30    9  10   7  25   1  52
 2025-01-01 16:47:00    9  10   7  25   1  52
 2025-01-01 16:47:30    9  10   7  25   1  52
 2025-01-01 16:48:00    9  10   7  25   1  52
 2025-01-01 16:48:30    9  10   7  25   1  52
 2025-01-01 16:49:00    9  10   7  25   1  52
 2025-01-01 16:49:30    9  10   7  25   1  52
 2025-01-01 16:50:00    9  10   7  25   1  52
 2025-01-01 16:50:30   10  10   7  25   1  53
 2025-01-01 16:51:00   10  10   7  24   1  52
 2025-01-01 16:51:30   10  10   7  25   1  53
 2025-01-01 16:52:00   10  10   7  25   1  53
 2025-01-01 16:52:30   10  10   7  25   1  53
 2025-01-01 16:53:00   10  10   7  25   1  53
 2025-01-01 16:53:30   10  10   7  25   1  53
 2025-01-01 16:54:00   10  10   7  25   1  53
 2025-01-01 16:54:30   10  10   7  25   1  53
 2025-01-01 16:55:00   10  10   7  25   1  53
 2025-01-01 16:55:30   10  10   7  25   1  53
 2025-01-01 16:56:00   10  10   7  25   1  53
 2025-01-01 16:56:30   10  10   7  25   1  53
 2025-01-01 16:57:00   10  10   7  25   1  53
 2025-01-01 16:57:30   10  10   7  25   1  53
 2025-01-01 16:58:00   10  10   7  25   1  53
 2025-01-01 16:58:30   11  10   7  25   1  54
 2025-01-01 16:59:00   10  10   7  25   1  53
 2025-01-01 16:59:30   11  10   7  25   1  54
 2025-01-01 17:00:00   12  10   6  25   1  54
 2025-01-01 17:00:30   12  10   6  25   1  54
 2025-01-01 17:01:00   12  10   6  25   1  54
 2025-01-01 17:01:30   12  10   7  25   1  55
 2025-01-01 17:02:00   12  10   7  25   1  55
 2025-01-01 17:02:30   12  10   6  25   1  54
 2025-01-01 17:03:00   12  10   6  25   1  54
 2025-01-01 17:03:30   12  10   6  25   1  54
 2025-01-01 17:04:00   12  10   6  25   1  54
 2025-01-01 17:04:30   12  10   6  25   1  54
 2025-01-01 17:05:00   12  10   6  25   1  54
 2025-01-01 17:05:30   12  10   6  25   1  54
 2025-01-01 17:06:00   12   9   6  25   1  53
 2025-01-01 17:06:30   12   9   6  25   1  53
 2025-01-01 17:07:00   12   9   6  25   1  53
 2025-01-01 17:07:30   12   9   6  25   1  53
 2025-01-01 17:08:00   12   9   6  25   1  53
 2025-01-01 17:08:30   12   9   6  25   1  53
 2025-01-01 17:09:00   12   9   6  25   1  53
 2025-01-01 17:09:30   12   9   6  25   1  53
 2025-01-01 17:10:00   12   9   6  25   1  53
 2025-01-01 17:10:30   12   9   6  25   1  53
 2025-01-01 17:11:00   12   9   6  25   1  53
 2025-01-01 17:11:30   12   9   6  25   1  53
 2025-01-01 17:12:00   12   9   6  25   1  53
 2025-01-01 17:12:30   12   9   6  25   1  53
 2025-01-01 17:13:00   12   9   6  25   1  53
 2025-01-01 17:13:30   11   9   6  25   1  52
 2025-01-01 17:14:00   11   9   6  25   1  52
 2025-01-01 17:14:30   11   9   6  25   1  52
 2025-01-01 17:15:00   11   9   6  25   1  52
 2025-01-01 17:15:30   11   9   6  24   1  51
 2025-01-01 17:16:00   10   9   6  25   1  51
 2025-01-01 17:16:30   10   9   6  24   1  50
 2025-01-01 17:17:00   10   9   6  25   1  51
 2025-01-01 17:17:30   10   9   6  25   1  51
 2025-01-01 17:18:00   10   9   6  25   1  51
 2025-01-01 17:18:30   10   9   6  25   1  51
 2025-01-01 17:19:00   10   9   6  25   1  51
 2025-01-01 17:19:30   10   9   6  25   1  51
 2025-01-01 17:20:00   10   9   6  25   1  51
 2025-01-01 17:20:30   10   9   6  24   1  50
