# PGM       : FAST
# Author    : Chuntao Chang
# Inf       : satNum Count Statistics
# Time      : 2025-06-01 20:22:52
#             END OF HEADER

+SYS
 gSys  AVE  MIN  MAX
--------------------
    G 11.3    8   14
    E 10.5    6   14
    R  8.0    6   11
    C 22.9   18   28
    J  0.7    0    2
  ALL 53.4   46   62
--------------------
-SYS

+SAT
               epoch    G   E   R   C   J ALL
 2025-01-01 04:06:00   11  10   8  20   1  50
 2025-01-01 04:06:30   11  10   8  20   1  50
 2025-01-01 04:07:00   11  10   8  20   1  50
 2025-01-01 04:07:30   11  10   8  20   1  50
 2025-01-01 04:08:00   11  10   8  20   1  50
 2025-01-01 04:08:30   11  11   8  20   1  51
 2025-01-01 04:09:00   11  11   8  20   1  51
 2025-01-01 04:09:30   11  11   8  20   1  51
 2025-01-01 04:10:00   11  11   8  20   1  51
 2025-01-01 04:10:30   11  11   8  20   1  51
 2025-01-01 04:11:00   11  11   8  20   1  51
 2025-01-01 04:11:30   11  11   8  20   1  51
 2025-01-01 04:12:00   11  11   8  20   1  51
 2025-01-01 04:12:30   11  11   8  20   1  51
 2025-01-01 04:13:00   11  11   8  20   1  51
 2025-01-01 04:13:30   11  11   8  20   1  51
 2025-01-01 04:14:00   11  11   8  20   1  51
 2025-01-01 04:14:30   11  11   8  20   1  51
 2025-01-01 04:15:00   11  11   8  20   1  51
 2025-01-01 04:15:30   11  11   8  20   1  51
 2025-01-01 04:16:00   11  11   7  20   1  50
 2025-01-01 04:16:30   11  11   7  20   1  50
 2025-01-01 04:17:00   11  11   7  20   1  50
 2025-01-01 04:17:30   11  11   7  20   1  50
 2025-01-01 04:18:00   11  11   7  19   1  49
 2025-01-01 04:18:30   11  11   7  19   1  49
 2025-01-01 04:19:00   11  11   7  19   1  49
 2025-01-01 04:19:30   11  11   7  19   1  49
 2025-01-01 04:20:00   11  11   7  19   1  49
 2025-01-01 04:20:30   11  11   7  19   1  49
 2025-01-01 04:21:00   11  11   7  19   1  49
 2025-01-01 04:21:30   11  11   7  19   1  49
 2025-01-01 04:22:00   11  11   7  19   1  49
 2025-01-01 04:22:30   11  11   7  19   1  49
 2025-01-01 04:23:00   10  11   7  19   1  48
 2025-01-01 04:23:30   10  11   7  19   1  48
 2025-01-01 04:24:00   11  11   7  19   1  49
 2025-01-01 04:24:30   11  11   7  19   1  49
 2025-01-01 04:25:00   11  11   7  19   1  49
 2025-01-01 04:25:30   12  11   7  19   1  50
 2025-01-01 04:26:00   12  11   7  19   1  50
 2025-01-01 04:26:30   12  11   7  19   1  50
 2025-01-01 04:27:00   12  11   7  19   1  50
 2025-01-01 04:27:30   12  11   7  19   1  50
 2025-01-01 04:28:00   12  11   7  19   1  50
 2025-01-01 04:28:30   12  11   7  19   1  50
 2025-01-01 04:29:00   12  11   7  19   1  50
 2025-01-01 04:29:30   12  11   7  19   1  50
 2025-01-01 04:30:00   11  11   7  19   1  49
 2025-01-01 04:30:30   12  11   7  19   1  50
 2025-01-01 04:31:00   12  11   7  19   1  50
 2025-01-01 04:31:30   12  11   7  19   1  50
 2025-01-01 04:32:00   12  11   7  19   1  50
 2025-01-01 04:32:30   12  11   7  19   1  50
 2025-01-01 04:33:00   12  11   7  19   1  50
 2025-01-01 04:33:30   12  11   7  19   1  50
 2025-01-01 04:34:00   12  11   7  19   1  50
 2025-01-01 04:34:30   12  11   7  19   1  50
 2025-01-01 04:35:00   12  11   7  19   1  50
 2025-01-01 04:35:30   12  11   7  19   1  50
 2025-01-01 04:36:00   12  11   7  20   1  51
 2025-01-01 04:36:30   12  11   7  20   1  51
 2025-01-01 04:37:00   12  11   7  20   1  51
 2025-01-01 04:37:30   12  11   7  20   1  51
 2025-01-01 04:38:00   12  11   7  20   1  51
 2025-01-01 04:38:30   12  11   7  20   1  51
 2025-01-01 04:39:00   12  11   7  20   1  51
 2025-01-01 04:39:30   12  11   7  20   1  51
 2025-01-01 04:40:00   12  11   7  20   1  51
 2025-01-01 04:40:30   12  11   7  20   1  51
 2025-01-01 04:41:00   12  11   7  20   1  51
 2025-01-01 04:41:30   12  11   7  20   1  51
 2025-01-01 04:42:00   12  11   8  20   1  52
 2025-01-01 04:42:30   12  11   8  20   1  52
 2025-01-01 04:43:00   12  11   8  20   1  52
 2025-01-01 04:43:30   12  11   8  21   1  53
 2025-01-01 04:44:00   12  11   8  21   1  53
 2025-01-01 04:44:30   12  11   8  21   1  53
 2025-01-01 04:45:00   12  11   8  21   1  53
 2025-01-01 04:45:30   12  11   8  21   1  53
 2025-01-01 04:46:00   12  11   8  21   1  53
 2025-01-01 04:46:30   12  11   8  21   1  53
 2025-01-01 04:47:00   12  11   8  21   1  53
 2025-01-01 04:47:30   12  11   8  21   1  53
 2025-01-01 04:48:00   12  11   8  21   1  53
 2025-01-01 04:48:30   12  12   8  21   1  54
 2025-01-01 04:49:00   12  12   8  21   1  54
 2025-01-01 04:49:30   12  12   8  21   1  54
 2025-01-01 04:50:00   12  12   8  21   1  54
 2025-01-01 04:50:30   12  12   8  21   1  54
 2025-01-01 04:51:00   12  12   8  21   1  54
 2025-01-01 04:51:30   12  12   8  21   1  54
 2025-01-01 04:52:00   12  12   8  21   1  54
 2025-01-01 04:52:30   12  12   8  21   1  54
 2025-01-01 04:53:00   12  12   8  21   1  54
 2025-01-01 04:53:30   12  12   8  21   1  54
 2025-01-01 04:54:00   12  12   8  21   1  54
 2025-01-01 04:54:30   12  12   8  21   1  54
 2025-01-01 04:55:00   12  12   8  20   1  53
 2025-01-01 04:55:30   12  12   8  20   1  53
 2025-01-01 04:56:00   12  12   8  20   1  53
 2025-01-01 04:56:30   12  13   8  20   1  54
 2025-01-01 04:57:00   12  13   8  20   1  54
 2025-01-01 04:57:30   12  13   8  20   1  54
 2025-01-01 04:58:00   12  13   8  20   1  54
 2025-01-01 04:58:30   12  13   8  20   1  54
 2025-01-01 04:59:00   12  13   8  20   1  54
 2025-01-01 04:59:30   13  13   8  20   1  55
 2025-01-01 05:00:00   12  13   8  20   1  54
 2025-01-01 05:00:30   13  13   8  20   1  55
 2025-01-01 05:01:00   13  13   8  20   1  55
 2025-01-01 05:01:30   13  13   8  20   1  55
 2025-01-01 05:02:00   12  13   7  20   1  53
 2025-01-01 05:02:30   12  13   7  20   1  53
 2025-01-01 05:03:00   12  13   7  20   1  53
 2025-01-01 05:03:30   12  13   7  20   1  53
 2025-01-01 05:04:00   12  13   7  20   1  53
 2025-01-01 05:04:30   12  13   7  20   1  53
 2025-01-01 05:05:00   13  13   7  20   1  54
 2025-01-01 05:05:30   13  13   7  20   1  54
 2025-01-01 05:06:00   13  13   7  20   1  54
 2025-01-01 05:06:30   13  13   7  20   1  54
 2025-01-01 05:07:00   13  13   7  20   1  54
 2025-01-01 05:07:30   13  13   7  20   1  54
 2025-01-01 05:08:00   13  13   7  20   1  54
 2025-01-01 05:08:30   13  13   7  20   1  54
 2025-01-01 05:09:00   13  13   7  20   1  54
 2025-01-01 05:09:30   13  13   7  20   1  54
 2025-01-01 05:10:00   12  13   7  20   1  53
 2025-01-01 05:10:30   12  13   7  20   1  53
 2025-01-01 05:11:00   12  13   7  20   1  53
 2025-01-01 05:11:30   13  13   8  20   1  55
 2025-01-01 05:12:00   12  13   8  20   1  54
 2025-01-01 05:12:30   12  13   8  20   1  54
 2025-01-01 05:13:00   12  13   8  20   1  54
 2025-01-01 05:13:30   13  13   8  20   1  55
 2025-01-01 05:14:00   12  13   8  20   1  54
 2025-01-01 05:14:30   12  13   8  20   1  54
 2025-01-01 05:15:00   12  13   8  20   1  54
 2025-01-01 05:15:30   12  13   8  20   1  54
 2025-01-01 05:16:00   12  13   8  20   1  54
 2025-01-01 05:16:30   12  13   8  20   1  54
 2025-01-01 05:17:00   12  13   8  20   1  54
 2025-01-01 05:17:30   12  13   8  20   1  54
 2025-01-01 05:18:00   12  13   8  20   1  54
 2025-01-01 05:18:30   13  13   9  20   1  56
 2025-01-01 05:19:00   13  13   9  20   1  56
 2025-01-01 05:19:30   13  13   9  20   1  56
 2025-01-01 05:20:00   13  13   9  20   1  56
 2025-01-01 05:20:30   13  13   9  20   1  56
 2025-01-01 05:21:00   13  13   9  20   1  56
 2025-01-01 05:21:30   13  13   9  20   1  56
 2025-01-01 05:22:00   13  13   9  20   1  56
 2025-01-01 05:22:30   13  13   9  20   1  56
 2025-01-01 05:23:00   13  13   9  20   1  56
 2025-01-01 05:23:30   13  13   9  20   1  56
 2025-01-01 05:24:00   13  13   9  20   1  56
 2025-01-01 05:24:30   13  13   9  20   1  56
 2025-01-01 05:25:00   13  13   9  20   1  56
 2025-01-01 05:25:30   13  13   9  20   1  56
 2025-01-01 05:26:00   13  12   9  20   1  55
 2025-01-01 05:26:30   13  12   9  20   1  55
 2025-01-01 05:27:00   13  12   9  20   1  55
 2025-01-01 05:27:30   13  12   9  20   1  55
 2025-01-01 05:28:00   13  12   9  20   1  55
 2025-01-01 05:28:30   13  12   9  20   1  55
 2025-01-01 05:29:00   13  12   9  20   1  55
 2025-01-01 05:29:30   13  12   9  20   1  55
 2025-01-01 05:30:00   13  12   9  20   1  55
 2025-01-01 05:30:30   13  12   9  20   1  55
 2025-01-01 05:31:00   13  12   9  20   1  55
 2025-01-01 05:31:30   13  12   9  20   1  55
 2025-01-01 05:32:00   13  12   9  20   1  55
 2025-01-01 05:32:30   13  12   9  20   1  55
 2025-01-01 05:33:00   13  12   9  20   1  55
 2025-01-01 05:33:30   13  12   9  20   1  55
 2025-01-01 05:34:00   13  12   9  20   1  55
 2025-01-01 05:34:30   13  12   9  20   1  55
 2025-01-01 05:35:00   13  12   9  20   1  55
 2025-01-01 05:35:30   13  12   9  20   1  55
 2025-01-01 05:36:00   13  12   9  20   1  55
 2025-01-01 05:36:30   13  12   9  20   1  55
 2025-01-01 05:37:00   13  12   9  20   1  55
 2025-01-01 05:37:30   13  12   9  20   1  55
 2025-01-01 05:38:00   13  12   9  20   1  55
 2025-01-01 05:38:30   13  12   9  20   1  55
 2025-01-01 05:39:00   13  12   9  20   1  55
 2025-01-01 05:39:30   13  12   9  20   1  55
 2025-01-01 05:40:00   14  12   9  20   1  56
 2025-01-01 05:40:30   14  12   9  20   1  56
 2025-01-01 05:41:00   14  12   9  20   1  56
 2025-01-01 05:41:30   14  12   9  20   1  56
 2025-01-01 05:42:00   14  12   9  20   1  56
 2025-01-01 05:42:30   14  12   9  20   1  56
 2025-01-01 05:43:00   14  12   9  20   1  56
 2025-01-01 05:43:30   14  12   9  20   1  56
 2025-01-01 05:44:00   14  12   9  20   1  56
 2025-01-01 05:44:30   14  13   9  20   1  57
 2025-01-01 05:45:00   14  13   9  20   1  57
 2025-01-01 05:45:30   14  13   9  20   1  57
 2025-01-01 05:46:00   14  13   9  20   1  57
 2025-01-01 05:46:30   14  13   9  20   1  57
 2025-01-01 05:47:00   14  13   9  20   1  57
 2025-01-01 05:47:30   14  13   9  20   1  57
 2025-01-01 05:48:00   14  13   9  20   1  57
 2025-01-01 05:48:30   14  13   9  20   1  57
 2025-01-01 05:49:00   14  13   9  20   1  57
 2025-01-01 05:49:30   14  13  10  20   1  58
 2025-01-01 05:50:00   14  13  10  20   1  58
 2025-01-01 05:50:30   14  13  10  20   1  58
 2025-01-01 05:51:00   14  13  10  20   1  58
 2025-01-01 05:51:30   14  13  10  20   1  58
 2025-01-01 05:52:00   14  13  10  20   1  58
 2025-01-01 05:52:30   14  13  10  20   1  58
 2025-01-01 05:53:00   14  13  10  20   1  58
 2025-01-01 05:53:30   14  13  10  20   1  58
 2025-01-01 05:54:00   14  13  10  20   1  58
 2025-01-01 05:54:30   14  13  10  20   1  58
 2025-01-01 05:55:00   14  13  10  20   1  58
 2025-01-01 05:55:30   14  13  10  20   1  58
 2025-01-01 05:56:00   14  13  10  20   1  58
 2025-01-01 05:56:30   14  13  10  20   1  58
 2025-01-01 05:57:00   14  13   9  20   1  57
 2025-01-01 05:57:30   14  13   9  20   1  57
 2025-01-01 05:58:00   14  13   9  20   1  57
 2025-01-01 05:58:30   14  13   9  20   1  57
 2025-01-01 05:59:00   14  13   9  20   1  57
 2025-01-01 05:59:30   14  13   9  20   1  57
 2025-01-01 06:00:00   14  13   9  20   1  57
 2025-01-01 06:00:30   14  13   9  21   1  58
 2025-01-01 06:01:00   14  13   9  21   1  58
 2025-01-01 06:01:30   14  13   9  21   1  58
 2025-01-01 06:02:00   14  13   9  21   1  58
 2025-01-01 06:02:30   14  13   9  21   1  58
 2025-01-01 06:03:00   14  13   9  21   1  58
 2025-01-01 06:03:30   14  13   9  21   1  58
 2025-01-01 06:04:00   14  14   9  21   1  59
 2025-01-01 06:04:30   14  14   9  21   1  59
 2025-01-01 06:05:00   14  14   9  21   1  59
 2025-01-01 06:05:30   14  14   9  22   1  60
 2025-01-01 06:06:00   14  14   9  22   1  60
 2025-01-01 06:06:30   14  14   9  22   1  60
 2025-01-01 06:07:00   14  14   9  22   1  60
 2025-01-01 06:07:30   14  14   9  22   1  60
 2025-01-01 06:08:00   14  14   9  22   1  60
 2025-01-01 06:08:30   14  14   9  22   1  60
 2025-01-01 06:09:00   14  14   9  22   1  60
 2025-01-01 06:09:30   14  14   9  22   1  60
 2025-01-01 06:10:00   14  14   9  22   1  60
 2025-01-01 06:10:30   14  14   9  22   1  60
 2025-01-01 06:11:00   14  14   9  22   1  60
 2025-01-01 06:11:30   14  14   9  22   1  60
 2025-01-01 06:12:00   14  14   9  22   1  60
 2025-01-01 06:12:30   14  13   9  22   1  59
 2025-01-01 06:13:00   14  13   9  22   1  59
 2025-01-01 06:13:30   14  13   9  22   1  59
 2025-01-01 06:14:00   14  13   9  22   1  59
 2025-01-01 06:14:30   14  13   9  22   1  59
 2025-01-01 06:15:00   14  13   9  22   1  59
 2025-01-01 06:15:30   14  13   9  22   1  59
 2025-01-01 06:16:00   14  13   9  22   1  59
 2025-01-01 06:16:30   14  13   9  22   1  59
 2025-01-01 06:17:00   14  13   9  22   1  59
 2025-01-01 06:17:30   14  13   9  22   1  59
 2025-01-01 06:18:00   14  13   9  22   1  59
 2025-01-01 06:18:30   14  13   9  22   1  59
 2025-01-01 06:19:00   14  13   9  22   1  59
 2025-01-01 06:19:30   14  13   9  22   1  59
 2025-01-01 06:20:00   14  13   9  22   1  59
 2025-01-01 06:20:30   14  13   9  22   1  59
 2025-01-01 06:21:00   14  13   9  22   1  59
 2025-01-01 06:21:30   14  13   9  22   1  59
 2025-01-01 06:22:00   14  13   9  22   1  59
 2025-01-01 06:22:30   14  13   9  22   1  59
 2025-01-01 06:23:00   14  13   9  22   1  59
 2025-01-01 06:23:30   14  13   9  22   1  59
 2025-01-01 06:24:00   14  13   9  22   1  59
 2025-01-01 06:24:30   14  13   9  22   1  59
 2025-01-01 06:25:00   14  13   9  22   1  59
 2025-01-01 06:25:30   14  13   9  22   1  59
 2025-01-01 06:26:00   14  13   9  22   1  59
 2025-01-01 06:26:30   14  13   9  22   1  59
 2025-01-01 06:27:00   14  13   9  22   1  59
 2025-01-01 06:27:30   14  13   9  22   1  59
 2025-01-01 06:28:00   14  13   9  22   1  59
 2025-01-01 06:28:30   14  13   9  22   1  59
 2025-01-01 06:29:00   14  13   9  22   1  59
 2025-01-01 06:29:30   14  13   9  21   1  58
 2025-01-01 06:30:00   14  13   9  22   1  59
 2025-01-01 06:30:30   14  13   9  22   1  59
 2025-01-01 06:31:00   14  13   9  22   1  59
 2025-01-01 06:31:30   14  13   9  21   1  58
 2025-01-01 06:32:00   14  13   9  21   1  58
 2025-01-01 06:32:30   14  13   9  21   1  58
 2025-01-01 06:33:00   14  13   9  21   1  58
 2025-01-01 06:33:30   14  13   9  21   1  58
 2025-01-01 06:34:00   14  13   9  21   1  58
 2025-01-01 06:34:30   14  13   9  21   1  58
 2025-01-01 06:35:00   14  13   9  21   1  58
 2025-01-01 06:35:30   14  13   9  21   1  58
 2025-01-01 06:36:00   14  13   9  21   1  58
 2025-01-01 06:36:30   14  13   9  21   1  58
 2025-01-01 06:37:00   14  13   9  21   1  58
 2025-01-01 06:37:30   14  13   9  21   1  58
 2025-01-01 06:38:00   14  13   9  21   1  58
 2025-01-01 06:38:30   14  13   9  21   1  58
 2025-01-01 06:39:00   14  13   9  21   1  58
 2025-01-01 06:39:30   14  13   9  21   1  58
 2025-01-01 06:40:00   14  13   9  21   1  58
 2025-01-01 06:40:30   14  13   9  21   1  58
 2025-01-01 06:41:00   14  13   9  21   1  58
 2025-01-01 06:41:30   14  13   9  21   1  58
 2025-01-01 06:42:00   14  13   9  21   1  58
 2025-01-01 06:42:30   14  13   9  21   1  58
 2025-01-01 06:43:00   14  13   9  21   1  58
 2025-01-01 06:43:30   14  13   9  21   1  58
 2025-01-01 06:44:00   14  13   9  21   1  58
 2025-01-01 06:44:30   14  13   9  21   1  58
 2025-01-01 06:45:00   14  13   9  21   1  58
 2025-01-01 06:45:30   14  13   9  21   1  58
 2025-01-01 06:46:00   14  13   9  21   1  58
 2025-01-01 06:46:30   14  13   9  21   1  58
 2025-01-01 06:47:00   14  13  10  21   1  59
 2025-01-01 06:47:30   14  13  10  21   1  59
 2025-01-01 06:48:00   14  13  10  21   1  59
 2025-01-01 06:48:30   14  13  10  21   1  59
 2025-01-01 06:49:00   14  13  10  21   1  59
 2025-01-01 06:49:30   14  13  10  21   1  59
 2025-01-01 06:50:00   14  13  10  21   1  59
 2025-01-01 06:50:30   14  13  10  21   1  59
 2025-01-01 06:51:00   14  13  10  21   1  59
 2025-01-01 06:51:30   14  13  10  21   1  59
 2025-01-01 06:52:00   13  13  10  21   1  58
 2025-01-01 06:52:30   14  13   9  21   1  58
 2025-01-01 06:53:00   14  13  10  21   1  59
 2025-01-01 06:53:30   14  13  10  21   1  59
 2025-01-01 06:54:00   13  13  10  21   1  58
 2025-01-01 06:54:30   14  13   9  21   1  58
 2025-01-01 06:55:00   14  13   9  21   1  58
 2025-01-01 06:55:30   13  13   8  21   1  56
 2025-01-01 06:56:00   12  13   9  21   1  56
 2025-01-01 06:56:30   12  13   9  21   1  56
 2025-01-01 06:57:00   12  13  10  21   1  57
 2025-01-01 06:57:30   12  13  10  21   1  57
 2025-01-01 06:58:00   12  13  10  21   1  57
 2025-01-01 06:58:30   12  13  10  21   1  57
 2025-01-01 06:59:00   12  13  10  21   1  57
 2025-01-01 06:59:30   12  13   9  21   1  56
 2025-01-01 07:00:00   12  13   9  22   1  57
 2025-01-01 07:00:30   12  13  10  21   1  57
 2025-01-01 07:01:00   12  13   9  21   1  56
 2025-01-01 07:01:30   12  13   9  21   1  56
 2025-01-01 07:02:00   12  13  10  21   1  57
 2025-01-01 07:02:30   12  13   9  21   1  56
 2025-01-01 07:03:00   12  13   9  21   1  56
 2025-01-01 07:03:30   12  13   9  21   1  56
 2025-01-01 07:04:00   12  13   9  21   1  56
 2025-01-01 07:04:30   12  13   9  21   1  56
 2025-01-01 07:05:00   12  13   9  21   1  56
 2025-01-01 07:05:30   12  13   9  21   1  56
 2025-01-01 07:06:00   12  13   9  21   1  56
 2025-01-01 07:06:30   13  13   9  21   1  57
 2025-01-01 07:07:00   13  13   9  21   1  57
 2025-01-01 07:07:30   13  13   9  21   1  57
 2025-01-01 07:08:00   13  13   9  21   1  57
 2025-01-01 07:08:30   13  13   9  21   1  57
 2025-01-01 07:09:00   13  13   9  21   1  57
 2025-01-01 07:09:30   13  13   9  21   1  57
 2025-01-01 07:10:00   13  13   9  21   1  57
 2025-01-01 07:10:30   13  13   9  21   1  57
 2025-01-01 07:11:00   13  13   9  21   1  57
 2025-01-01 07:11:30   13  13   9  21   1  57
 2025-01-01 07:12:00   13  13   9  21   1  57
 2025-01-01 07:12:30   13  13   9  21   1  57
 2025-01-01 07:13:00   13  13   9  21   1  57
 2025-01-01 07:13:30   13  13   9  21   1  57
 2025-01-01 07:14:00   12  13   9  21   1  56
 2025-01-01 07:14:30   13  13   9  21   1  57
 2025-01-01 07:15:00   13  13   9  21   1  57
 2025-01-01 07:15:30   13  13   9  21   1  57
 2025-01-01 07:16:00   13  13   9  21   1  57
 2025-01-01 07:16:30   13  13   9  21   1  57
 2025-01-01 07:17:00   13  13   9  21   1  57
 2025-01-01 07:17:30   13  13   9  21   1  57
 2025-01-01 07:18:00   13  13   9  21   1  57
 2025-01-01 07:18:30   13  13   9  21   1  57
 2025-01-01 07:19:00   13  13   9  21   1  57
 2025-01-01 07:19:30   13  13   9  21   1  57
 2025-01-01 07:20:00   13  13   9  21   1  57
 2025-01-01 07:20:30   13  13   9  21   1  57
 2025-01-01 07:21:00   13  13   9  21   1  57
 2025-01-01 07:21:30   13  13   9  21   1  57
 2025-01-01 07:22:00   13  13   9  21   1  57
 2025-01-01 07:22:30   13  13   9  21   1  57
 2025-01-01 07:23:00   13  13   9  22   1  58
 2025-01-01 07:23:30   13  13   9  23   1  59
 2025-01-01 07:24:00   13  13   9  23   1  59
 2025-01-01 07:24:30   12  13   9  23   1  58
 2025-01-01 07:25:00   13  13   9  23   1  59
 2025-01-01 07:25:30   13  13   9  23   1  59
 2025-01-01 07:26:00   13  13   9  23   1  59
 2025-01-01 07:26:30   13  13   9  23   1  59
 2025-01-01 07:27:00   13  13   9  23   1  59
 2025-01-01 07:27:30   13  13   9  23   1  59
 2025-01-01 07:28:00   13  13   9  23   1  59
 2025-01-01 07:28:30   13  13   9  23   1  59
 2025-01-01 07:29:00   13  13   9  23   1  59
 2025-01-01 07:29:30   13  13   9  23   1  59
 2025-01-01 07:30:00   13  13   9  23   1  59
 2025-01-01 07:30:30   13  13   9  23   1  59
 2025-01-01 07:31:00   13  13   9  23   1  59
 2025-01-01 07:31:30   13  13   9  23   1  59
 2025-01-01 07:32:00   13  13   9  23   1  59
 2025-01-01 07:32:30   13  13   9  23   1  59
 2025-01-01 07:33:00   12  13   9  24   1  59
 2025-01-01 07:33:30   13  13   9  24   1  60
 2025-01-01 07:34:00   13  13   9  24   1  60
 2025-01-01 07:34:30   13  13   9  24   1  60
 2025-01-01 07:35:00   13  13   9  24   1  60
 2025-01-01 07:35:30   13  13   9  24   1  60
 2025-01-01 07:36:00   13  13   9  24   1  60
 2025-01-01 07:36:30   11  13   9  24   1  58
 2025-01-01 07:37:00   11  13   9  24   1  58
 2025-01-01 07:37:30   12  13   9  24   1  59
 2025-01-01 07:38:00   12  13   9  24   1  59
 2025-01-01 07:38:30   13  13   9  24   1  60
 2025-01-01 07:39:00   13  13   9  24   1  60
 2025-01-01 07:39:30   12  13   8  24   1  58
 2025-01-01 07:40:00   12  13   9  24   1  59
 2025-01-01 07:40:30   12  13   8  24   1  58
 2025-01-01 07:41:00   12  13   8  25   1  59
 2025-01-01 07:41:30   12  13   8  25   1  59
 2025-01-01 07:42:00   12  13   8  25   1  59
 2025-01-01 07:42:30   12  13   8  25   1  59
 2025-01-01 07:43:00   12  13   8  24   1  58
 2025-01-01 07:43:30   13  13   8  24   1  59
 2025-01-01 07:44:00   11  13   8  24   1  57
 2025-01-01 07:44:30   12  13   8  24   1  58
 2025-01-01 07:45:00   12  13   8  24   1  58
 2025-01-01 07:45:30   11  13   8  24   1  57
 2025-01-01 07:46:00   11  13   8  24   1  57
 2025-01-01 07:46:30   11  13   8  24   1  57
 2025-01-01 07:47:00   11  13   8  24   1  57
 2025-01-01 07:47:30   13  13   8  24   1  59
 2025-01-01 07:48:00   13  13   8  24   1  59
 2025-01-01 07:48:30   13  13   8  24   1  59
 2025-01-01 07:49:00   13  13   8  24   1  59
 2025-01-01 07:49:30   13  13   8  24   1  59
 2025-01-01 07:50:00   13  12   8  24   1  58
 2025-01-01 07:50:30   13  12   8  24   1  58
 2025-01-01 07:51:00   13  12   8  24   1  58
 2025-01-01 07:51:30   13  12   8  24   1  58
 2025-01-01 07:52:00   13  12   8  24   1  58
 2025-01-01 07:52:30   13  12   8  24   1  58
 2025-01-01 07:53:00   13  12   8  24   1  58
 2025-01-01 07:53:30   13  12   8  24   1  58
 2025-01-01 07:54:00   13  12   8  24   1  58
 2025-01-01 07:54:30   13  12   8  24   1  58
 2025-01-01 07:55:00   13  12   8  24   1  58
 2025-01-01 07:55:30   13  12   8  24   1  58
 2025-01-01 07:56:00   13  12   8  24   1  58
 2025-01-01 07:56:30   14  13   8  24   1  60
 2025-01-01 07:57:00   13  13   8  24   1  59
 2025-01-01 07:57:30   13  13   8  24   1  59
 2025-01-01 07:58:00   13  13   8  24   1  59
 2025-01-01 07:58:30   13  13   8  24   1  59
 2025-01-01 07:59:00   13  13   8  24   1  59
 2025-01-01 07:59:30   13  13   8  24   1  59
 2025-01-01 08:00:00   13  13   8  24   1  59
 2025-01-01 08:00:30   14  13   8  24   1  60
 2025-01-01 08:01:00   14  13   8  25   1  61
 2025-01-01 08:01:30   14  13   8  25   1  61
 2025-01-01 08:02:00   14  13   8  25   1  61
 2025-01-01 08:02:30   14  13   8  25   1  61
 2025-01-01 08:03:00   14  13   8  25   1  61
 2025-01-01 08:03:30   14  13   8  25   1  61
 2025-01-01 08:04:00   14  13   8  25   1  61
 2025-01-01 08:04:30   14  13   8  25   1  61
 2025-01-01 08:05:00   14  13   8  25   1  61
 2025-01-01 08:05:30   14  13   8  24   1  60
 2025-01-01 08:06:00   14  13   8  24   1  60
 2025-01-01 08:06:30   14  13   8  25   1  61
 2025-01-01 08:07:00   14  13   8  25   1  61
 2025-01-01 08:07:30   14  13   8  26   1  62
 2025-01-01 08:08:00   13  13   8  26   1  61
 2025-01-01 08:08:30   13  13   8  26   1  61
 2025-01-01 08:09:00   13  13   8  26   1  61
 2025-01-01 08:09:30   13  13   8  26   1  61
 2025-01-01 08:10:00   13  13   8  26   1  61
 2025-01-01 08:10:30   12  13   8  26   1  60
 2025-01-01 08:11:00   12  13   8  26   1  60
 2025-01-01 08:11:30   12  13   9  26   1  61
 2025-01-01 08:12:00   12  13   9  26   1  61
 2025-01-01 08:12:30   12  13   9  26   1  61
 2025-01-01 08:13:00   12  13   9  26   1  61
 2025-01-01 08:13:30   12  13   9  26   1  61
 2025-01-01 08:14:00   12  14   9  26   1  62
 2025-01-01 08:14:30   12  14   9  26   1  62
 2025-01-01 08:15:00   12  14   9  26   1  62
 2025-01-01 08:15:30   12  14   9  26   1  62
 2025-01-01 08:16:00   12  14   8  26   1  61
 2025-01-01 08:16:30   12  14   9  26   1  62
 2025-01-01 08:17:00   12  14   9  26   1  62
 2025-01-01 08:17:30   12  14   9  26   1  62
 2025-01-01 08:18:00   12  14   9  26   1  62
 2025-01-01 08:18:30   12  14   9  26   1  62
 2025-01-01 08:19:00   12  14   8  26   1  61
 2025-01-01 08:19:30   12  14   9  26   1  62
 2025-01-01 08:20:00   12  14   9  26   1  62
 2025-01-01 08:20:30   12  14   9  26   1  62
 2025-01-01 08:21:00   12  14   9  26   1  62
 2025-01-01 08:21:30   12  14   9  26   1  62
 2025-01-01 08:22:00   12  14   8  26   1  61
 2025-01-01 08:22:30   12  14   9  26   1  62
 2025-01-01 08:23:00   12  14   9  26   1  62
 2025-01-01 08:23:30   12  14   9  26   1  62
 2025-01-01 08:24:00   12  14   9  26   1  62
 2025-01-01 08:24:30   12  14   8  26   1  61
 2025-01-01 08:25:00   12  14   9  26   1  62
 2025-01-01 08:25:30   12  14   8  26   1  61
 2025-01-01 08:26:00   12  14   8  26   1  61
 2025-01-01 08:26:30   12  14   8  26   1  61
 2025-01-01 08:27:00   12  14   8  26   1  61
 2025-01-01 08:27:30   12  14   8  26   1  61
 2025-01-01 08:28:00   12  14   8  26   1  61
 2025-01-01 08:28:30   12  14   8  26   1  61
 2025-01-01 08:29:00   12  14   8  26   1  61
 2025-01-01 08:29:30   12  14   8  26   1  61
 2025-01-01 08:30:00   12  14   8  25   1  60
 2025-01-01 08:30:30   12  14   8  26   1  61
