#StationName,X,Y,Z,Latitude,Longitude,Height,ReceiverName,ReceiverSatelliteSystem,ReceiverSerialNumber,ReceiverFirmwareVersion,ReceiverElevationCutoff,ReceiverDateInstalled,AntennaName,AntennaRadome,AntennaSerialNumber,AntennaARP,AntennaMarkerUp,AntennaMarkerNorth,AntennaMarkerEast,AntennaDateInstalled,ClockType,ClockInputFrequency,ClockEffectiveDates
TCMS00TWN,-2982782.8539,4966660.1585,2658809.4594,24.798,120.987,77.670,TRIMBLE NETR9,GPS,5704R51245,5.15,4,2021-06-23T01:00Z,LEIAT504,NONE,720,BPA,0.0000,,,2002-08-22T01:00Z,INTERNAL,,2001-06-12/CCYY-MM-DD
TDOU00ZAF,5064840.8313,2969624.4192,-2485110.0433,-23.080,30.384,630.627,TRIMBLE ALLOY,GPS+GLO,6042R40128,Nav 5.44 / Boot 5.44,5,2021-11-17T00:00Z,LEIAT504,LEIS,102704,BPA,0.0,0.0,0.0,2008-02-14T00:00Z,INTERNAL,,
TEHN00IRN,3240499.403,4049740.323,3701663.005,35.697,51.334,1194.993,HI-TARGET VNET8,GPS+GLO,11364464,2.9.17,10,2022-04-19T06:30Z,HITAT45101CP,HITZ,,BAM,0.0000,0.0000,0.0000,2022-04-19T06:30Z,INTERNAL,,1999-12-01/CCYY-MM-DD
THTG00PYF,-5246414.0,-3077260.0,-1913842.0,-17.577,-149.606,97.107,SEPT POLARX5TR,GPS+GLO+GAL+BDS+QZSS+SBAS,3014247,5.5.0,0,2022-12-01T10:36Z,LEIAR25.R3,LEIT,10210021,BPA,1.0500,0.0000,0.0000,2011-01-13T00:00Z,EXTERNAL CESIUM,10,
THTI00PYF,-5246415.8134,-3077260.6338,-1913841.9696,-17.577,-149.606,98.895,TRIMBLE NETR9,GPS+GLO+GAL+BDS+SBAS,5048K71845,5.56,0,2023-03-09T10:40Z,ASH701945E_M,NONE,CR5200327039,BPA,1.0470,0.0000,0.0000,2004-01-13T00:00Z,INTERNAL,,2010-11-24/CCYY-MM-DD
THU200GRL,538093.193,-1389088.13,6180979.36,76.537,-68.825,36.674,SEPT POLARX5,GPS+GLO+GAL+BDS+QZSS,3234350,5.5.0,0,2022-09-08T12:24Z,ASH701073.1,SCIS,G0111,BPA,000.1002,000.0000,000.0000,2000-11-17T18:00Z,INTERNAL,,2019-05-04/CCYY-MM-DD
TID100AUS,-4460996.9502,2682557.08,-3674442.6274,-35.399,148.980,665.725,SEPT POLARX5,GPS+GLO+GAL+BDS+QZSS,3012244,5.5.0,0,2022-11-01T04:05Z,AOAD/M_T,NONE,402,BPA,000.0614,000.0000,000.0000,2016-08-04T01:00Z,EXTERNAL H-MASER,10 ,2009-09-22/(CCYY-MM-DD)
TIDB00AUS,-4460996.4047,2682557.0885,-3674443.393,-35.399,148.980,665.791,ASHTECH UZ-12,GPS,UC2200524011,CQ00,,2010-07-05T00:00Z,AOAD/M_T,NONE,402,BPA,0.0614,0.0000,0.0000,2016-08-04T01:00Z,EXTERNAL H-MASER,5 ,
TIT200DEU,3993787.1,450204.2,4936131.8,51.035, 6.432,156.532,JAVAD TRE_3 DELTA,GPS+GLO+GAL+BDS+SBAS,02909,4.1.06-221128,0,2023-02-08T09:55Z,LEIAR25.R4,LEIT,725551,BPA,0.0450,0.0000,0.0000,2019-11-13T10:15Z,INTERNAL,,2014-12-10/CCYY-MM-DD
TIXI00RUS,-1264872.963,1569455.814,6031003.388,71.634,128.866,47.435,JPS EGGDT,GPS+GLO,8RLTBTENFGG,2.7.0 Mar 31 2008,,2010-10-20T17:00Z,TPSCR3_GGD,NONE,00263,BPA,0.0792,0.0000,0.0000,2010-10-20T17:00Z,INTERNAL,,
TLSE00FRA,4627851.899,119638.546,4372993.537,43.561, 1.481,207.626,TRIMBLE ALLOY,GPS+GLO+GAL+BDS+SBAS+IRNSS,6139R40106,6.16,0,2023-03-09T14:33Z,TRM59800.00,NONE,5129354206,BPA,1.0530,0.0000,0.0000,2016-03-21T11:00Z,INTERNAL,,2009-10-23/CCYY-MM-DD
TLSG00FRA,4628685.095,119996.724,4372110.007,43.550, 1.485,209.169,SEPT POLARX5TR,GPS+GLO+GAL+BDS+SBAS+IRNSS,3014248,5.5.0,0,2022-11-15T13:10Z,TRM59800.00,NONE,5111354062,BPA,0.4410,0.0000,0.0000,2014-02-12T00:00Z,EXTERNAL CESIUM,10 ,2014-02-14/CCYY-MM-DD
TNML00TWN,-2982779.0389,4966662.6552,2658805.7381,24.798,120.987,76.269,TRIMBLE NETR9,GPS+GLO+GAL,5705R51339,5.15,4,2019-07-17T00:00Z,TRM115000.00,NONE,1440905709,BAM,1.5770,0.0000,0.0000,2019-07-17T00:00Z,EXTERNAL RUBIDIUM,5 ,2005-05-13/CCYY-MM-DD
TONG00TON,-5930303.7231,-500147.2009,-2286366.2029,-21.145,-175.179,56.732,SEPT POLARX5,GPS+BDS+GLO+QZSS+GAL,3013233,5.5.0,0,2022-11-01T03:45Z,TRM59800.00,NONE,4844A59860,BPA,000.0030,000.0000,000.0000,2017-01-09T00:00Z,INTERNAL,,2002-02-18/(CCYY-MM-DD)
TOPL00BRA,4174345.6,-4690236.73,-1118921.27,-10.171,-48.331,256.929,TRIMBLE NETR9,GPS+GLO+GAL+BDS,5750R51570,5.56,0,2022-12-20T16:21Z,TRM115000.00,NONE,1551129606,BAM,0.0080,0.0000,0.0000,2018-05-25T16:19Z,INTERNAL ,,
TORP00USA,-2517894.5535,-4670259.8838,3527827.6264,33.798,-118.331,-4.798,SEPT POLARX5,GPS+GLO+GAL+SBAS,3052252,5.3.2,0,2021-09-20T22:05Z,TWIVC6150,SCIS,VC6150L1910310004,BPA,0.1145,0.0000,0.0000,2021-09-21T22:00Z,INTERNAL,,1997-03-03/CCYY-MM-DD
TOW200AUS,-5054583.3956,3275504.1124,-2091538.4655,-19.269,147.056,88.503,SEPT POLARX5,GPS+QZSS+GLO+GAL+BDS,3048330,5.5.0,0,2022-11-01T01:20Z,LEIAR25.R3,NONE,09310016,BPA,000.0033,000.0000,000.0000,2013-01-22T00:00Z,INTERNAL,,2008-09-29/(CCYY-MM-DD)
TRAK00USA,-2480029.62,-4703110.48,3511298.77,33.618,-117.803,115.950,TPS NET-G3A,GPS+GLO,618-01033,4.7p6,0.,2019-04-02,TPSCR.G3,SCIT,383-1754,BPA,0.5800,,,2011-05-25T23:48Z,INTERNAL,,1994-06-02/CCYY-MM-DD
TRO100NOR,2102929.0,721619.0,5958196.0,69.663,18.940,138.415,TRIMBLE NETR9,GPS+GLO+GAL+BDS,5607R50071,5.52,0,2021-11-25T17:40Z,TRM59800.00,SCIS,5007353748,BPA,0.0000,0.0000,0.0000,2010-07-26T16:52Z,INTERNAL,,2022-05-07/CCYY-MM-DD
TSK200JPN,-3957184.109,3310231.726,3737703.956,36.106,140.087,70.350,TRIMBLE ALLOY,GPS+GLO+GAL+QZSS,6042R40142,6.15,5,2022-09-12T12:00Z,TRM159900.00,NONE,5938338714,BPA,0.0,0.0,0.0,2021-05-26T04:45Z,EXTERNAL H-MASER,10,2012-12-19
TSKB00JPN,-3957199.24,3310199.668,3737711.708,36.106,140.087,67.677,TRIMBLE ALLOY,GPS+GLO+QZSS,6032R40037,6.15,5,2022-10-18T00:00Z,AOAD/M_T,DOME,312,BPA,0.0,0.0,0.0,2017-05-17T08:20Z,EXTERNAL CESIUM,10,2017-04-24
TUBI00TUR,4211318.522,2377865.759,4144664.456,40.787,29.451,222.255,TRIMBLE 5700,GPS,220403445,2.32 / 2.32,0,2019-04-01T11:36Z,TRM29659.00,UNAV,145524,BPA,1.4260,0.0000,0.0000,1999-01-07T00:00Z,INTERNAL,,1998-05-07/CCYY-MM-DD
TUVA00TUV,-6307543.7662,88454.3221,-939278.1193,-8.525,179.197,38.826,SEPT POLARX5,GPS+GAL+GLO+BDS+QZSS+SBAS+IRNSS,3025061,5.5.0,0,2023-02-15T03:43Z,JAVRINGANT_DM,NONE,00688,BPA,000.0025,000.0000,000.0000,2017-11-09T04:57Z,INTERNAL,,2002-05-12/(CCYY-MM-DD)
TWTF00TWN,-2994425.04,4951312.24,2674498.6,24.954,121.164,203.529,SEPT POLARX4TR,GPS+GLO+GAL+BDS+QZSS+SBAS,3008014,2.9.6,10,2020-10-06T02:00Z,ASH701945C_M,SCIS,CR620012101,BPA,0.0,0.0,0.0,2001-08-01,EXTERNAL STEERED H-MASER,10,2004-12-21/CCYY-MM-DD
UCAL00CAN,-1641945.2,-3664804.1,4940009.3,51.080,-114.134,1119.238,TRIMBLE NETR9,GPS+GLO+GAL+BDS+QZSS+SBAS,5230K51053,5.56,0,2023-01-19T14:40Z,TRM57971.00,NONE,5000112670,BAM,000.1500,000.0000,000.0000,2013-08-21T05:00Z,INTERNAL,,2013-08-21T05:00Z
UCLP00USA,-2519007.2327,-4650672.3153,3552862.7886,34.069,-118.442,111.960,TPS NET-G3A,GPS+GLO,618-00933,4.7 Feb 21 2019 p10,5,2019-03-27T21:03Z,TPSCR.G3,SCIS,383-1913,BPA,0.0250,0.0000,0.0000,2012-09-21T19:56Z,INTERNAL,,1994-09-07/(CCYY-MM-DD)
UCLU00CAN,-2440669.042,-3416437.062,4785136.849,48.926,-125.542,10.487,SEPT POLARX5,GPS+GLO+GAL+BDS,3016064,5.3.2,0,2021-03-29T00:00Z,SEPCHOKE_B3E6,SPKE,5132,BPA,0.0771,0.000,0.000,2018-03-22T01:04Z,INTERNAL CLOCK,,2001-12-05/CCYY-MM-DD
UFPR00BRA,3763751.676,-4365113.8613,-2724404.579,-25.448,-49.231,926.179,TRIMBLE NETR9,GPS+GLO+GAL+BDS,5750R51572,5.56,0,2022-12-20T16:21Z,TRM115000.00,NONE,1551129613,BAM,000.100,000.000,000.000,2018-04-04T15:30Z,INTERNAL,,2007-05-08/CCYY-MM-DD
ULAB00MNG,-1257408.9234,4099404.3974,4707992.6715,47.865,107.052,1576.101,JAVAD TRE_3,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,1480898,4.2.01-220630,0,2023-01-19T09:32Z,JAVRINGANT_G5T,NONE,6090C,BAM,0.1206,0.0000,0.0000,2018-09-20T05:22Z,INTERNAL,,2000-11-11/CCYY-MM-DD
ULDI00ZAF,4796680.9045,2930311.4777,-3005435.8146,-28.293,31.421,608.362,TRIMBLE NETR9,GPS+GLO,5739R51173,Nav 5.30 / Boot 5.30,5,2018-02-10T10:00Z,ASH701941.B,SCIS,CRL1999100139,BPA,0.0000,0.0000,0.0000,2000-02-29T00:00Z,INTERNAL,,2006-08-29/CCYY-MM-DD
UNB300CAN,1761288.2,-4078238.6,4561417.8,45.950,-66.642,23.320,TRIMBLE ALLOY,GPS+GLO+GAL+BDS+SBAS,5922R40051,6.16,0,2023-03-03T05:03Z,TRM57971.00,NONE,5311118062,BAM,0.3145,0.,0.,2012-06-01T14:30Z,INTERNAL,,
UNBD00CAN,1761305.9,-4078238.57,4561411.35,45.950,-66.641,23.545,SEPT POLARX5S,GPS+GLO+GAL+BDS+SBAS,3055097,5.5.0,0,2022-09-07T05:45Z,TRM55971.00,NONE,30217879,BAM,000.0000,000.0000,000.0000,2013-08-08T14:00Z,INTERNAL,,2009-02-01/CCYY-MM-DD
UNBJ00CAN,1761288.1,-4078238.6,4561417.7,45.950,-66.642,23.221,TPS LEGACY,GPS+GLO,MT312140408,2.6.1 Jan 10 2008,-90,2010-01-15T00:00Z,TRM57971.00,NONE,5311118062,BAM,0.3145,,,2012-06-01T14:30Z,INTERNAL,,
UNBN00CAN,1761288.2,-4078238.6,4561417.8,45.950,-66.642,23.320,NOV OEM6,GPS+GLO+SBAS,BFN12250037,OEM060730RN0000,0,2018-01-19T15:13Z,TRM57971.00,NONE,5311118062,BAM,0.3145,0,0,2012-06-01T14:30Z,INTERNAL,,
UNSA00ARG,2412830.4245,-5271936.73,-2652209.0548,-24.727,-65.408,1258.213,SEPT ASTERX4,GPS+GLO+GAL+BDS+SBAS,3046445,4.8.2,0,2021-05-27T08:34Z,SEPCHOKE_B3E6,NONE,5470,BPA,0.1300,0.0000,0.0000,2020-02-17T15:00Z,INTERNAL,,1995-01-26/CCYY-MM-DD
URAL00RUS,1716013.966,3047281.697,5316302.551,56.838,60.615,278.057,TRIMBLE R9S,GPS+GLO+GAL+QZSS+SBAS,5549R00600,5.37,5,2021-07-07T00:00Z,CHCC220GR2,CHCD,2016040060,BPA,0.075,0.0000,0.0000,2016-12-16T00:00Z,INTERNAL,,2017-07-20/CCYY-MM-DD
URUM00CHN,193030.2318,4606851.332,4393311.5615,43.808,87.601,859.352,JAVAD TRE_3,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,4171718,4.2.01-220630,0,2023-01-19T09:44Z,JAVRINGANT_G5T,NONE,6070C,BAM,0.0460,0.0000,0.0000,2017-11-01T09:00Z,INTERNAL,,1998-04-01/CCYY-MM-DD
USCL00CHL,1762489.887,-5027632.74,-3496009.235,-33.450,-70.681,570.606,SEPT POLARX5,GPS+GLO+GAL+BDS+SBAS,3075024,5.5.0-beta2,0,2022-12-05T10:52Z,SEPCHOKE_B3E6,SPKE,5856,BPA,0.0343,0.0000,0.0000,2021-09-05T00:00Z,INTERNAL,,2021-09-05T00:00Z
USN700USA,1112162.138,-4842854.667,3985497.066,38.921,-77.066,59.346,SEPT POLARX5TR,GPS+GLO+GAL+BDS,3013939,5.5.0,0,2023-03-21T17:41Z,TPSCR.G5,TPSH,762-11615,BPA,0.0000,0.0000,0.0000,2014-11-12T11:00Z,EXTERNAL H-MASER,10,
USN800USA,1112162.138,-4842854.667,3985497.066,38.921,-77.066,59.346,SEPT POLARX5TR,GPS+GLO+GAL+BDS+SBAS,4701171,5.2.0,0,2019-04-03T07:50Z,TPSCR.G5,TPSH,762-11615,BPA,0.0,0.0,0.0,2014-11-12T11:00Z,EXTERNAL H-MASER,10 ,1998-03-24/CCYY-MM-DD
USN900USA,1112162.138,-4842854.667,3985497.066,38.921,-77.066,59.346,NOV OEM6,GPS+GLO+GAL+BDS+SBAS,NMCP13390014M,OMP060601RN0000,5,2020-11-13T15:59Z,TPSCR.G5,TPSH,762-11615,BPA,0.0,0.0,0.0,2014-11-12T11:00Z,EXTERNAL H-MASER,10 ,1998-03-24/CCYY-MM-DD
USP100FJI,-6060627.2843,164379.897,-1974093.2186,-18.149,178.446,70.966,PANDA PD51A,GPS+GLO+GAL+BDS,PD51A18C30024,5.0.0,5,2019-12-01T00:00Z,HXCCGX601A,HXCS,C1802000118,BAM,3.2000,0.0000,0.0000,2019-12-01T00:00Z,INTERNAL,,2019-12-01/CCYY-MM-DD
USUD00JPN,-3855263.0361,3427432.5571,3741020.2929,36.133,138.362,1509.039,SEPT POLARX5,GPS+GLO+GAL+BDS+QZSS,3025546,5.5.0,0,2023-03-10T19:48Z,AOAD/M_T,JPLA,121,BPA,-0.035,0.000,0.000,1993-07-20T00:00Z,EXTERNAL H-MASER,10 ,2019-02-15/CCYY-MM-DD
UTQI00USA,-1880399.9215,-813136.6979,6019921.5735,71.323,-156.615,12.565,JAVAD TR_G3TH,GPS+GLO+GAL,70155,4.2.01-220630,0,2023-01-19T09:35Z,JAV_GRANT-G3T,NONE,1721,BAM,0.0000,0.0000,0.0000,2018-12-20T23:30Z,INTERNAL,,2017-07-29/CCYY-MM-DD
UZHL00UKR,3907587.6652,1602428.5337,4763783.6858,48.632,22.298,232.475,NOV OEMV3,GPS+GLO,50014,3.905,0,2013-11-12T07:48Z,NOV702GG,NONE,90006,BAM,0.0063,0.0000,0.0000,2013-11-12T07:48Z,INTERNAL,,1999-02-05/CCYY-MM-DD
VACS00MUS,3215946.33,5047448.47,-2198719.6,-20.297,57.497,420.750,SEPT POLARX5,GPS+GLO+GAL+BDS+QZSS+IRNSS,3013412,5.5.0,0,2023-03-10T20:42Z,JAVRINGANT_DM,NONE,00850,BPA,0.2500,0.0000,0.0000,2018-06-21T00:00Z,INTERNAL,,2008-04-07/CCYY-MM-DD
VALD00CAN,919075.83,-4167766.23,4724323.53,48.097,-77.564,313.205,TPS NET-G5,GPS+GLO,1294-11320,5.2.2 Dec 06 2018,5,2019-03-14T18:46Z,TPSCR.G3,NONE,383-0466,BPA,000.1000,000.0000,000.0000,2017-06-07T13:50Z,INTERNAL,5,2001-12-04
VILL00ESP,4849833.874,-335049.255,4116014.809,40.444,-3.952,647.835,SEPT POLARX5,GPS+GLO+GAL+BDS+SBAS,4503035,5.4.0,0,2021-01-19T12:00Z,SEPCHOKE_B3E6,NONE,5674,BPA,0.0937,0.0000,0.0000,2020-01-07T12:30Z,EXTERNAL CESIUM,10 ,2012-12-27/CCYY-MM-DD
VIS000SWE,3246470.561,1077900.313,5365277.902,57.654,18.367,80.218,SEPT POLARX5,GPS+GLO+GAL+BDS+SBAS,3048055,5.5.0,0,2022-12-08T10:00Z,AOAD/M_T,OSOD,253,BPA,0.0710,0.0000,0.0000,1996-11-08,INTERNAL,,2018-02-14/CCYY-MM-DD
VNDP00USA,-2678090.1164,-4525437.3954,3597431.7369,34.556,-120.616,-11.085,SEPT POLARX5,GPS+GLO+GAL+BDS+QZSS+SBAS,3074018,5.5.0,0,2022-09-30T03:01Z,TRM59800.00,SCIS,4925353344,BPA,1.7480,0.0000,0.0000,2015-07-27T22:00Z,INTERNAL,,1992-05-25/CCYY-MM-DD
VOIM00MDG,4054014.146,4316070.229,-2365224.017,-21.906,46.793,1163.786,JAVAD TR_G3TH,GPS+GLO+GAL,1278952,4.2.01-220630,0,2023-01-19T09:47Z,JAV_RINGANT_G3T,NONE,338,BAM,0.1300,0.0000,0.0000,2013-05-01T00:00Z,INTERNAL,,2013-05-01/CCYY-MM-DD
WAB200CHE,4327318.0,566956.0,4636426.0,46.924, 7.464,611.544,SEPT POLARX5TR,GPS+GAL,3021141,5.3.2,0,2020-03-03T11:13Z,SEPCHOKE_B3E6,SPKE,5168,BPA,1.3327,0.0000,0.0000,2017-09-15T00:00Z,EXTERNAL UTC(CH) Master Clock,10,
WARK00NZL,-5115333.2299,477886.9079,-3767147.473,-36.434,174.663,111.710,TRIMBLE ALLOY,GPS+GLO+GAL+BDS+QZSS,5921R40150,5.45,0,2020-09-22T10:07Z,TRM115000.00,NONE,1551016808,BAM,0.002,0.000,0.000,2019-09-26T01:03Z,EXTERNAL H-MASER,10 ,2013-03-05/CCYY-MM-DD
WARN00DEU,3658785.6,784471.1,5147870.7,54.170,12.101,51.174,JAVAD TRE_3 DELTA,GPS+GLO+GAL+BDS+SBAS,02890,4.1.06-221128,0,2023-02-08T09:59Z,LEIAR25.R4,LEIT,725559,BPA,0.0690,0.0000,0.0000,2019-05-13T11:00Z,INTERNAL,,2003-02-11/CCYY-MM-DD
WDC500USA,1112158.868,-4842855.614,3985496.946,38.921,-77.066,59.419,NOV OEM6,GPS,NR048,D28CBA70,0,2021-10-22T00:00Z,TPSCR.G5,TPSH,762-11833,BPA,0.0000,0.0000,0.0000,2015-08-28T00:00Z,EXTERNAL H-MASER,5 ,2010-06-10/CCYY-MM-DD
WDC600USA,1112158.868,-4842855.614,3985496.946,38.921,-77.066,59.419,NOV OEM6,GPS,NR052,D28CBA70,0,2021-10-22T00:00Z,TPSCR.G5,TPSH,762-11833,BPA,0.0000,0.0000,0.0000,2015-08-28T00:00Z,EXTERNAL H-MASER,5 ,2010-06-10/CCYY-MM-DD
WES200USA,1492233.247,-4458089.489,4296046.035,42.613,-71.493,85.439,TRIMBLE ALLOY,GPS+GLO+GAL,6026R40020,NP 6.16 / SP 5.56,0,2023-01-27T17:49Z,TWIVC6150,SCIS,202109220004,BPA,0.0000,0.0000,0.0000,2021-10-28T18:00Z,EXTERNAL H-MASER,10,2021-02-26/CCYY-MM-DD
WGTN00NZL,-4777269.46,434270.155,-4189484.491,-41.323,174.806,26.486,TRIMBLE ALLOY,GPS+GLO+GAL+BDS+QZSS,5921R40132,5.45,0,2020-09-22T09:39Z,TRM115000.00,NONE,1551016811,BAM,0.0550,0.0000,0.0000,2020-02-14T01:16Z,INTERNAL,,1996-05-17/CCYY-MM-DD
WHC100USA,-2488199.3244,-4673487.1517,3544649.2637,33.980,-118.031,94.665,TPS NET-G3A,GPS+GLO,618-01123,4.7 Feb 21 2019 p10,5,2019-03-27T21:26Z,TPSCR.G3,SCIS,383-1860,BPA,0.0000,0.0000,0.0000,2012-03-12T22:57Z,INTERNAL,,1995-03-14/(CCYY-MM-DD)
WHIT00CAN,-2218337.85,-2201205.06,5543057.57,60.751,-135.222,1427.808,SEPT POLARX5,GPS+GLO+GAL,3061628,5.3.2,5,2021-06-22T18:13Z,AOAD/M_T,NONE,289,BPA,000.1000,000.0000,000.0000,2011-06-28T18:03Z,INTERNAL,5,2020-08-08
WIDC00USA,-2354850.17,-4745524.01,3540693.1,33.935,-116.392,445.462,TRIMBLE NETR9,GPS+GLO+SBAS,5250K54799,5.37,5,2021-02-25T00:00Z,TRM57971.00,NONE,5000115156,BAM,0.0083,0.0000,0.0000,2013-11-19T21:10Z,INTERNAL,,1997-09-30/CCYY-MM-DD
WILL00CAN,-2084258.016,-3313872.98,5019853.081,52.237,-122.168,1096.093,SEPT POLARX5,GPS+GLO+GAL+BDS,3227988,5.3.2,0,2021-08-31T23:13Z,SEPCHOKE_B3E6,SPKE,5146,BPA,0.0771,0.0000,0.0000,2021-08-31T23:13Z,INTERNAL,,2003-05-06/CCYY-MM-DD
WIND00NAM,5633708.7802,1732017.696,-2433985.8026,-22.575,17.089,1735.083,JAVAD TRE_3,GPS+GLO+GAL+BDS+IRNSS+SBAS,4171656,4.2.01-220630,0,2023-01-19T09:54Z,JAVRINGANT_G5T,NONE,3374C,BAM,0.1206,0.0000,0.0000,2021-03-04T14:00Z,INTERNAL,,2003-06-24/CCYY-MM-DD
WLSN00USA,-2483640.9494,-4660072.8425,3568172.1952,34.226,-118.056,1705.679,SEPT POLARX5,GPS+GLO+GAL+SBAS,3052264,5.4.0,0,2021-11-05T00:00Z,TWIVC6150,NONE,VC6150L1910310012,BPA,0.0614,0.0000,0.0000,2021-11-05T00:00Z,INTERNAL,,1994-07-18/(CCYY-MM-DD)
WROC00POL,3835751.0,1177249.0,4941605.0,51.113,17.062,180.697,LEICA GR50,GPS+GLO+GAL+BDS+QZSS+SBAS,1830242,4.50/7.710,0,2021-08-13T10:54Z,LEIAR25.R4,LEIT,725270,BPA,0.0000,0.0000,0.0000,2012-10-22T11:01Z,INTERNAL,,2008-09-12/CCYY-MM-DD
WSRT00NLD,3828739.0,443305.0,5064887.0,52.915, 6.605,86.424,SEPT POLARX5,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,3024778,5.3.2,0,2020-02-18T19:15Z,AOAD/M_T,DUTD,273,BPA,0.3888,0.0000,0.0000,1998-03-17T15:09Z,INTERNAL,,2019-02-13/CCYY-MM-DD
WTZ300DEU,4075535.3,931822.185,4801608.915,49.145,12.879,663.837,JAVAD TRE_G3TH DELTA,GPS+GLO+GAL+SBAS,00982,3.7.6,5,2019-04-11T10:00Z,LEIAR25.R3,LEIT,10020020,BPA,000.0560,000.0000,000.0000,2010-06-30T13:30Z,EXTERNAL H-MASER EFOS 39,10 ,2010-05-12/CCYY-MM-DD
WTZA00DEU,4075578.494,931852.658,4801569.946,49.144,12.879,666.350,SEPT POLARX2,GPS,1219,2.6.0,0,2017-08-03T14:50Z,ASH700936C_M,SNOW,12118,BPA,0.0450,0.0000,0.0000,2021-06-08T09:30Z,EXTERNAL CESIUM,20 ,2004-02-03/CCYY-MM-DD
WTZR00DEU,4075580.685,931853.66,4801568.054,49.144,12.879,666.462,LEICA GR50,GPS+GLO+GAL+BDS+IRNSS+SBAS,1831551,4.50/7.710,0,2021-05-18T12:30Z,LEIAR25.R3,LEIT,10020031,BPA,0.0710,0.0000,0.0000,2010-06-30T08:00Z,EXTERNAL H-MASER EFOS 18,5 ,2013-05-13/CCYY-MM-DD
WTZS00DEU,4075535.3,931822.185,4801608.915,49.145,12.879,663.837,SEPT POLARX5TR,GPS+GLO+GAL+BDS+IRNSS+SBAS,3022895,5.4.0,0,2021-09-21T13:00Z,LEIAR25.R3,LEIT,10020020,BPA,0.0560,0.0000,0.0000,2021-09-21T13:00Z,EXTERNAL CESIUM,10 ,2016-03-03/CCYY-MM-DD
WTZZ00DEU,4075579.269,931853.281,4801569.136,49.144,12.879,666.322,JAVAD TRE_3 DELTA,GPS+GLO+GAL+BDS+SBAS,1ZAHJWR29YJ3L0QDSPVJ,4.1.03-210713,0,2021-09-01T12:00Z,LEIAR25.R3,LEIT,10240011,BPA,0.2840,0.0000,0.0000,2015-07-13T10:00Z,EXTERNAL H-MASER EFOS 18,5 ,2019-03-14/CCYY-MM-DD
WUH200CHN,-2267749.0,5009154.0,3221290.0,30.532,114.357,25.541,JAVAD TRE_3,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,1480954,4.2.01+b0-211122,0,2021-11-25T06:18Z,JAVRINGANT_G5T,NONE,3354C,BAM,0.1206,0.0000,0.0000,2018-11-02T06:00Z,INTERNAL,,2011-06-08/CCYY-MM-DD
WUHN00CHN,-2267750.266,5009156.142,3221291.898,30.532,114.357,28.635,TRIMBLE NETR9,GPS+GLO+BDS,5137K78296,4.85,5,2018-05-05T00:00Z,TRM59800.00C,ENCL,4917353043,BPA,2.3612,-0.0094,-0.0022,2016-09-21T01:40Z,EXTERNAL RUBIDIUM CLOCK STEERED BY GPS,10 ,2011-03-23/CCYY-MM-DD
WUTH00NOR,1386490.169,385514.005,6192887.206,77.003,15.539,52.698,SEPT POLARX5S,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,3022664,5.4.0,0,2020-09-04T15:30Z,SEPCHOKE_B3E6,SPKE,5195,BPA,0.0910,0.0000,0.0000,2020-09-04T15:30Z,INTERNAL,,2020-09-05/CCYY-MM-DD
XMIS00AUS,-1696344.7528,6039590.0108,-1149275.0817,-10.450,105.689,261.917,TRIMBLE NETR9,QZSS+GPS+GLO+GAL+BDS,5211K83159,5.44,0,2020-04-03T05:50Z,JAVRINGANT_DM,NONE,00955,BPA,000.0005,000.0000,000.0000,2017-04-10T00:00Z,INTERNAL,,2005-07-01/(CCYY-MM-DD)
YAKT00RUS,-1914998.836,2308241.52,5610225.578,62.031,129.680,103.813,JAVAD TRE_3N DELTA,GPS+GLO,02641,3.6.12 Oct 12 2017,,2019-04-09T10:00Z,ASH701933B_M,SCIS,CRN1999100160,BPA,0.0810,,,2000-04-24,EXTERNAL CESIUM,5,2001-01-23/CCYY-MM-DD
YAR200AUS,-2389026.6092,5043317.0543,-3078529.5526,-29.047,115.347,241.683,TRIMBLE ALLOY,GPS+GLO+QZSS+GAL+IRNSS+BDS,5940R40019,6.15,0,2022-10-31T02:05Z,AOAD/M_T,NONE,371,BPA,000.0814,000.0000,000.0000,2015-02-19T00:00Z,INTERNAL,,2020-01-09/(CCYY-MM-DD)
YAR300AUS,-2389043.7652,5043313.5826,-3078524.3872,-29.046,115.347,242.853,SEPT POLARX5,QZSS+GPS+GLO+GAL+BDS,3016125,5.5.0,0,2022-11-01T00:45Z,LEIAR25,NONE,08360001,BPA,000.0040,000.0000,000.0000,2008-12-05T00:00Z,INTERNAL,,2007-06-01/(CCYY-MM-DD)
YARR00AUS,-2389025.573,5043315.5356,-3078532.971,-29.047,115.347,241.755,SEPT POLARX5,GPS+GLO+GAL+BDS+QZSS+IRNSS,3015945,5.5.0,0,2022-10-31T23:01Z,LEIAT504,NONE,103314,BPA,000.0045,000.0000,000.0000,2007-10-04T03:00Z,INTERNAL,,2014-12-24/(CCYY-MM-DD)
