#StationName,X,Y,Z,Latitude,Longitude,Height,ReceiverName,ReceiverSatelliteSystem,ReceiverSerialNumber,ReceiverFirmwareVersion,ReceiverElevationCutoff,ReceiverDateInstalled,AntennaName,AntennaRadome,AntennaSerialNumber,AntennaARP,AntennaMarkerUp,AntennaMarkerNorth,AntennaMarkerEast,AntennaDateInstalled,ClockType,ClockInputFrequency,ClockEffectiveDates
YEBE00ESP,4848724.95,-261632.509,4123093.952,40.525,-3.089,973.249,LEICA GR50,GPS+GLO+GAL+BDS,1871475,4.61/7.811,0,2022-11-24T08:00Z,LEIAR20,LEIM,23349016,BAM,0.0600,0.0000,0.0000,2021-11-18T13:20Z,EXTERNAL H-MASER,10 ,2008-09-17/CCYY-MM-DD
YEL200CAN,-1224441.9824,-2689174.6494,5633660.3762,62.481,-114.481,181.452,SEPT POLARX5TR,GPS+GLO+GAL+BDS+SBAS,3022348,5.5.0,0,2022-11-30T13:42Z,LEIAR25.R4,NONE,10231042,BPA,0.0500,0.0000,0.0000,2013-07-19T10:15Z,EXTERNAL VCH-1008 MASER,10,
YELL00CAN,-1224452.4,-2689216.0,5633638.2,62.481,-114.481,181.168,JAVAD TRE_3N DELTA,GPS+GLO+GAL,02684,3.7.5p1 Jan 23 2019,5,2019-03-01T14:18Z,AOAD/M_T,NONE,527,BPA,000.1000,000.0000,000.0000,2013-10-16T23:00Z,EXTERNAL MASER,5,2019-09-04
YIBL00OMN,3294552.811,4905092.434,2393579.637,22.186,56.112,95.529,TRIMBLE NETR9,GPS+GLO,5323K43643,4.62,5,2019-07-01T00:00Z,ASH701945C_M,NONE,4812CR62001,BPA,0.0000,0.0000,0.0000,2003-07-11T00:00Z,INTERNAL,,
YKRO00CIV,6306439.897,-578380.783,757956.481, 6.871,-5.240,270.584,JAVAD TRE_3 DELTA,GPS+GLO+GAL+BDS,02329,4.1.01,0,2021-08-12T17:17Z,ASH701945C_M,NONE,CR620012801,BPA,0.0455,0.000,0.000,2008-09-30T00:00Z,INTERNAL,,1999-07-18/CCYY-MM-DD
YONS00KOR,-3047506.741,4043980.58,3865243.01,37.541,127.001,97.270,TRIMBLE ALLOY,GPS+GLO+GAL,6013R40068,6.10,5,2020-07-06T06:00Z,TRM159900.00,SCIS,5007338036,BPA,0.0000,0.0000,0.0000,2020-07-06T06:00Z,INTERNAL,,2010-11-01/CCYY-MM-DD
YSSK00RUS,-3465320.847,2638269.382,4644085.485,47.030,142.717,91.719,JAVAD TRE_3N DELTA,GPS+GLO,02640,3.6.12 Oct 12 2017,,2019-03-05T01:00Z,ASH701933B_M,DOME,CRN1999040133,BPA,0.0798,,,1999-07-28,INTERNAL,,
ZAMB00ZMB,5415353.011,2917209.914,-1685888.865,-15.426,28.311,1325.318,JAVAD TRE_3 DELTA,GPS+GLO+GAL+BDS,02462,4.1.01,0,2021-07-22T18:59Z,AOAD/M_T,NONE,372,BPA,0.054,0.000,0.000,2002-03-28T00:00Z,INTERNAL,,2002-06-02/CCYY-MM-DD
ZECK00RUS,3451175.15,3060335.95,4391955.97,43.788,41.565,1167.416,JAVAD TRE_3 DELTA,GPS+GLO+GAL,02679,3.7.10 Oct 22 2020,0,2021-01-22T09:00Z,JAVRINGANT_DM,JVDM,00314,BPA,0.0450,0.0000,0.0000,2011-08-18T12:00Z,EXTERNAL H-MASER VCH-1003M,5 ,2011-05-28/CCYY-MM-DD
ZIM200CHE,4331300.16,567537.081,4633133.51,46.877, 7.465,956.881,TRIMBLE NETR9,GPS+GLO+GAL+BDS,5429R49173,5.56,0,2023-01-31T12:47Z,TRM59800.00,NONE,60369,BPA,0.0000,0.0000,0.0000,2013-10-10T12:00Z,INTERNAL,,2007-11-08/CCYY-MM-DD
ZIM300CHE,4331300.16,567537.081,4633133.51,46.877, 7.465,956.881,TRIMBLE NETR9,GPS+GLO+GAL+BDS+SBAS,5229K50741,5.56,0,2023-01-31T12:53Z,TRM59800.00,NONE,60369,BPA,0.0000,0.0000,0.0000,2013-10-10T12:00Z,INTERNAL,,2022-07-08/CCYY-MM-DD
ZIMM00CHE,4331297.348,567555.639,4633133.728,46.877, 7.465,956.782,TRIMBLE NETR9,GPS,5429R49141,5.56,5,2023-01-31T12:42Z,TRM29659.00,NONE,99390,BPA,0.0000,0.0000,0.0000,1999-07-02,INTERNAL,,1993-05-01/CCYY-MM-DD
